Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",FR-1,38.44m,"126' 1""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,36.57m,"120' 0""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,36.03m,"118' 2""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,35.73m,"117' 3""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,35.63m,"116' 11""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,35.08m,"115' 1""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,34.98m,"114' 9""",Cornell Invitational,"Apr 4, 2018"
,"Lukoseviciute, Agne",FR-1,34.56m,"113' 5""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,34.03m,"111' 8""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Lukoseviciute, Agne",FR-1,33.61m,"110' 3""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,33.43m,"109' 8""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Lukoseviciute, Agne",FR-1,33.35m,"109' 5""",Cornell Invitational,"Apr 4, 2018"
,"Lukoseviciute, Agne",FR-1,32.36m,"106' 2""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,31.62m,"103' 9""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,30.48m,"100' 0""",Cornell Invitational,"Apr 4, 2018"
,"Lukoseviciute, Agne",FR-1,30.38m,"99' 8""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,30.37m,"99' 8""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,29.40m,"96' 5""",Mustang Open,"Apr 13, 2018"
