Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",FR-1,11.02m,"36' 2""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,10.97m,"36' 0""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,10.09m,"33' 1.25""",2018 Dick Young Invite,"Apr 21, 2018"
,"Lukoseviciute, Agne",FR-1,10.08m,"33' 1""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,10.03m,"32' 11""",Cornell Invitational,"Apr 4, 2018"
,"Lukoseviciute, Agne",FR-1,9.98m,"32' 9""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,9.88m,"32' 5""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,9.87m,"32' 4.75""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,9.85m,"32' 3.75""",2018 Dick Young Invite,"Apr 21, 2018"
,"Lukoseviciute, Agne",FR-1,9.81m,"32' 2.25""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,9.80m,"32' 2""",Cornell Invitational,"Apr 4, 2018"
,"Lukoseviciute, Agne",FR-1,9.76m,"32' 0.25""",Cornell Invitational,"Apr 4, 2018"
,"Lukoseviciute, Agne",FR-1,9.75m,"32' 0""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,9.72m,"31' 10.75""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,9.26m,"30' 4.75""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,9.14m,"30' 0""",2018 Dick Young Invite,"Apr 21, 2018"
,"Lukoseviciute, Agne",FR-1,8.91m,"29' 2.75""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,8.73m,"28' 7.75""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
