0,1,2
POINTS,2,Illinois College (9/27/2014) Lake Forest (10/4/2014)
GOALS,1,Carleton College (8/31/2014) Aurora University (9/6/2014) Penn St.-Behrend (9/14/2014) Illinois College (9/27/2014) Lake Forest (10/4/2014)
ASSISTS,1,Carleton College (8/31/2014) Aurora University (9/6/2014) Penn St.-Behrend (9/14/2014)
SHOTS,3,Webster (9/13/2014) Beloit College (10/11/2014) Cornell College (10/29/2014) Ripon College (11/1/2014)
SHOTS ON GOAL,1,Webster (9/13/2014) Penn St.-Behrend (9/14/2014) Beloit College (10/11/2014) Ripon College (11/1/2014)
SAVES,1,Webster (9/13/2014) Lake Forest (10/4/2014)
FOULS,4,Coe College (9/10/2014) Illinois College (9/27/2014)
CORNER KICKS,1,Coe College (9/10/2014) Penn St.-Behrend (9/14/2014) Beloit College (10/11/2014) Cornell College (10/29/2014) Ripon College (11/1/2014)
