0,1,2
POINTS,5,Coe College (9/10/2014)
GOALS,2,Coe College (9/10/2014) Penn St.-Behrend (9/14/2014) Buena Vista Univ. (9/21/2014) Cornell College (10/29/2014) Ripon College (11/1/2014)
ASSISTS,4,Buena Vista Univ. (9/21/2014)
SHOTS,7,Ripon College (11/1/2014)
SHOTS ON GOAL,5,Ripon College (11/1/2014)
SAVES,11,St. Norbert College (10/19/2014)
