0,1,2
POINTS,8,Knox College (9/20/2014)
GOALS,3,Knox College (9/20/2014)
ASSISTS,2,Knox College (9/20/2014)
SHOTS,26,Lake Forest (10/4/2014)
SHOTS ON GOAL,12,"Dubuque, Univ. of (9/3/2014) St. Norbert College (10/19/2014)"
SAVES,12,Cornell College (10/29/2014) Ripon College (11/1/2014)
FOULS,14,"Dubuque, Univ. of (9/3/2014)"
CORNER KICKS,9,Monmouth College (10/25/2014)
