#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
11.0,"Brown, Joseph 11Brown, Joseph",10,8,590,3,1,7,20,0.15,14,0.7,0-0,0,0-0,View Bio
21.0,"Brule, Nicholas 21Brule, Nicholas",7,1,196,3,0,6,9,0.333,7,0.778,0-0,0,0-0,
8.0,"DiMarco, Antonio 8DiMarco, Antonio",10,8,391,2,2,6,14,0.143,10,0.714,0-0,1,0-0,View Bio
4.0,"Meyer, Elliot 4Meyer, Elliot",10,10,626,3,0,6,17,0.176,10,0.588,0-0,2,0-0,View Bio
10.0,"Hurley, Michael 10Hurley, Michael",9,9,729,1,3,5,16,0.063,10,0.625,2-0,0,0-1,View Bio
6.0,"Curiskis, Artis 6Curiskis, Artis",10,9,547,2,0,4,24,0.083,8,0.333,0-0,0,0-0,View Bio
12.0,"Froikin, Caelum 12Froikin, Caelum",7,0,90,2,0,4,3,0.667,3,1.0,1-0,0,0-0,View Bio
16.0,"Warner, Benjamin 16Warner, Benjamin",10,2,418,1,2,4,10,0.1,7,0.7,0-0,1,1-1,View Bio
5.0,"Eng, Lukas 5Eng, Lukas",10,6,335,1,1,3,9,0.111,5,0.556,1-0,1,0-0,View Bio
26.0,"Edgerton, Ezra 26Edgerton, Ezra",3,0,28,1,0,2,1,1.0,1,1.0,0-0,0,0-0,View Bio
7.0,"Decoster, Rockne 7Decoster, Rockne",10,10,663,0,1,1,3,0.0,1,0.333,0-0,0,0-0,View Bio
15.0,"Marin, Juan 15Marin, Juan",2,0,64,0,1,1,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"O'Polka, Jake 22O'Polka, Jake",10,5,277,0,1,1,10,0.0,4,0.4,0-0,0,0-0,View Bio
20.0,"Bulman, Jeremy 20Bulman, Jeremy",3,2,97,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
24.0,"Dooley, Timothy 24Dooley, Timothy",7,1,96,0,0,0,3,0.0,1,0.333,0-0,0,0-0,View Bio
29.0,"Esquivel, Jose 29Esquivel, Jose",1,0,8,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
25.0,"Graves, Christopher 25Graves, Christopher",8,2,135,0,0,0,1,0.0,1,1.0,1-0,0,0-0,View Bio
13.0,"Harroun, Nikolai 13Harroun, Nikolai",7,0,144,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
9.0,"Hart, Cyrus 9Hart, Cyrus",4,0,38,0,0,0,2,0.0,1,0.5,0-0,0,0-0,View Bio
14.0,"Kamp, Michael 14Kamp, Michael",7,0,88,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
27.0,"Lavin, Joshua 27Lavin, Joshua",2,1,69,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
17.0,"Leitson, David 17Leitson, David",3,0,42,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
19.0,"Liebman, Zachary 19Liebman, Zachary",10,7,603,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
1.0,"May, Major 1May, Major",4,1,153,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
15.0,"Moorehead, Kyle 15Moorehead, Kyle",2,0,21,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
3.0,"Narum, Pearse 3Narum, Pearse",8,8,485,0,0,0,7,0.0,5,0.714,5-2,0,0-0,View Bio
23.0,"Saenz, Joe 23Saenz, Joe",10,10,735,0,0,0,2,0.0,1,0.5,0-0,0,0-0,View Bio
2.0,"Sanchez-Conde, Francisco 2Sanchez-Conde, Francisco",5,0,73,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
26.0,"Silva, Colton 26Silva, Colton",2,1,69,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
62.0,"Singer, Gabe 62Singer, Gabe",1,0,45,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
0.0,"Tyree, Isaiah 00Tyree, Isaiah",10,9,655,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
9.0,"Weaver, Hameed 9Weaver, Hameed",1,0,8,0,0,0,1,0.0,1,1.0,0-0,0,0-0,
,Total,10,-,8518,19,12,50,158,0.12,93,0.589,18-2,5,1-2,
,Opponent,10,-,8350,5,2,12,103,0.049,55,0.534,14-2,2,1-2,
