Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 15, 2015 (Sunday)",1 p.m. (ET),Neutral,Concordia University (Wis.),"Clermont, Fla./ National Training Center",,,Dot Richardson Spring Games,"L,0-3",Box ScoreRecap
"March 15, 2015 (Sunday)",3 p.m. (ET),Neutral,William Paterson University,"Clermont, Fla./ National Training Center",,,Dot Richardson Spring Games,"L,0-8",Box ScoreRecap
"March 16, 2015 (Monday)",1 p.m. (ET),Neutral,Fredonia,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"L,2-12",Box ScoreRecap
"March 16, 2015 (Monday)",3 p.m. (ET),Neutral,Hope College,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"L,0-8(6 inn.)",Box ScoreRecap
"March 17, 2015 (Tuesday)",1 p.m. (ET),Neutral,Bethel University,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"W,7-6",Box ScoreRecap
"March 17, 2015 (Tuesday)",3 p.m. (ET),Neutral,UW-River Falls,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"W,8-5",Box ScoreRecap
"March 19, 2015 (Thursday)",5 p.m. (ET),Neutral,Bowdoin College,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"L,2-11",Box ScoreRecap
"March 20, 2015 (Friday)",1 p.m. (ET),Neutral,D'Youville College,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"L,8-10",Box ScoreRecap
"March 20, 2015 (Friday)",5 p.m. (ET),Neutral,Macalester College,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"L,7-8",Box ScoreRecap
"March 20, 2015 (Friday)",7 p.m. (ET),Neutral,Carleton College,"Clermont, Fla./ Hancock Park",,,Dot Richardson Spring Games,"L,2-10(6 inn.)",Box ScoreRecap
"March 21, 2015 (Saturday)",1 p.m. (ET),Neutral,Elmhurst College,"Clermont, Fla./ National Training Center",,,Dot Richardson Spring Games,"L,0-8(6 inn.)",Box ScoreRecap
"March 21, 2015 (Saturday)",5 p.m. (ET),Neutral,Carthage College,"Clermont, Fla./ National Training Center",,,Dot Richardson Spring Games,"W,5-3",Box ScoreRecap
"March 28, 2015 (Saturday)",9 a.m.,Away,Augustana College (IL),"Rock Island, Ill.",,,Augustana (Ill.) Tournament,"L,3-11(5 inn.)",Box ScoreRecap
"March 28, 2015 (Saturday)",11 a.m.,Neutral,Coe College,"Rock Island, Ill.",,,Augustana (Ill.) Tournament,"L,1-7",Box ScoreRecap
"March 29, 2015 (Sunday)",9 a.m.,Neutral,Wartburg College,"Rock Island, Ill.",,,Augustana (Ill.) Tournament,CANCELED,
"March 29, 2015 (Sunday)",11 a.m.,Neutral,Coe College,"Rock Island, Ill.",,,Augustana (Ill.) Tournament,"L,0-3",Box ScoreRecap
"April 1, 2015 (Wednesday)",3 p.m.,Away,Carroll University,"Waukesha, Wis.",,,,"L,1-10(5 inn.)",Box ScoreRecap
"April 1, 2015 (Wednesday)",5 p.m.,Away,Carroll University,"Waukesha, Wis.",,,,"L,0-8(5 inn.)",Box ScoreRecap
"April 7, 2015 (Tuesday)",3 p.m.,Away,St. Norbert College,De Pere. Wis.,,,,"W,3-1",Box ScoreRecap
"April 7, 2015 (Tuesday)",5 p.m.,Away,St. Norbert College,De Pere. Wis.,,,,"L,1-9(6 inn.)",Box ScoreRecap
"April 10, 2015 (Friday)",1 p.m.,Neutral,Knox College,"Janesville, Wis.",,,MWC Classic Tournament,"L,5-13(6 inn.)",Box ScoreRecap
"April 10, 2015 (Friday)",3 p.m.,Neutral,Cornell College,"Janesville, Wis.",,,MWC Classic Tournament,"L,4-11",Box ScoreRecap
"April 11, 2015 (Saturday)",11 a.m.,Neutral,Lake Forest College,"Janesville, Wis.",,,MWC Classic Tournament,"L,0-8(5 inn.)",Box ScoreRecap
"April 11, 2015 (Saturday)",1 p.m.,Neutral,Grinnell College,"Janesville, Wis.",,,MWC Classic Tournament,"L,0-10(5 inn.)",Box ScoreRecap
"April 12, 2015 (Sunday)",10 a.m.,Neutral,Illinois College,"Janesville, Wis.",,,MWC Classic Tournament,"W,5-4(8 inn.)",Box ScoreRecap
"April 12, 2015 (Sunday)",2 p.m.,Neutral,Monmouth College,"Janesville, Wis.",,,MWC Classic Tournament,"L,1-2",Box ScoreRecap
"April 16, 2015 (Thursday)",3 p.m.,Home,Lawrence University,"RIPON, Wis./Tracy Field",,,,"L,7-10",Box ScoreRecap
"April 16, 2015 (Thursday)",5 p.m.,Home,Lawrence University,"RIPON, Wis./Tracy Field",,,,"L,0-8",Box ScoreRecap
"April 18, 2015 (Saturday)",1 p.m.,Home,Beloit College,"RIPON, Wis./Tracy Field",,,,"L,3-10",Box ScoreRecap
