Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 4, 2010 (Saturday)",1 pm,Home,Concordia University Chicago,"Lake Forest, IL",,,,"L,23-52",Box ScoreRecap
"September 11, 2010 (Saturday)",1 pm,Away,Ripon College,"Ripon, WI",,,,"L,19-64",Box ScoreRecap
"September 18, 2010 (Saturday)",1 pm,Away,Illinois College,"Jacksonville, IL",,,,"L,7-27",Box ScoreRecap
"September 25, 2010 (Saturday)",1 pm,Home,Grinnell College,"Lake Forest, IL",,,,"L,20-41",Box ScoreRecap
"October 2, 2010 (Saturday)",3 pm,Away,Carroll University,"Waukesha, WI",,,,"L,7-15",Box ScoreRecap
"October 9, 2010 (Saturday)",1:30 pm,Home,Beloit College,"Lake Forest, IL",,,Homecoming,"L,27-33(OT)",Box ScoreRecap
"October 16, 2010 (Saturday)",1 pm,Away,Monmouth College,"Monmouth, IL",,,,"L,10-27",Box ScoreRecap
"October 23, 2010 (Saturday)",1 pm,Home,Lawrence University,"Lake Forest, IL",,,,"W,35-14",Box ScoreRecap
"October 30, 2010 (Saturday)",1 pm,Home,Knox College,"Lake Forest, IL",,,,"W,35-6",Box ScoreRecap
"November 6, 2010 (Saturday)",1 pm,Away,St. Norbert College,"De Pere, WI",,,,"L,0-28",Box ScoreRecap
