Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 29, 2014 (Friday)",,Away,Marian University,"Fond du Lac, WI",,,"L,1-2OT 02",
"September 6, 2014 (Saturday)",,Away,Concordia University (Wis.),"Mequon, Wisconsin",,,"L,0-3",
"September 7, 2014 (Sunday)",,Neutral,Saint Johns College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-3",
"September 9, 2014 (Tuesday)",,Away,Milwaukee School of Engineering,"Milwaukee, WI",,,"L,1-7",
"September 12, 2014 (Friday)",,Away,Wisconsin Lutheran College,"Milwaukee, WI",,,"L,1-5",
"September 20, 2014 (Saturday)",,Home,St. Norbert College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-4",
"September 21, 2014 (Sunday)",,Home,Ripon College,"Ripon, Wis./Strong Complex Soccer Field",,,"W,2-1OT 02",
"September 27, 2014 (Saturday)",,Home,Cornell College,"Mt. Vernon, Iowa/Strong Complex Soccer Field",,,"W,3-0",
"October 1, 2014 (Wednesday)",,Home,Concordia University Chicago,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-2",
"October 5, 2014 (Sunday)",,Home,Edgewood College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-2",
"October 8, 2014 (Wednesday)",,Home,Lake Forest College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-1",
"October 11, 2014 (Saturday)",,Home,Grinnell College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-3",
"October 18, 2014 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,1-4",
"October 19, 2014 (Sunday)",,Away,Knox College,"Galesburg, IL",,,"L,0-1OT",
"October 25, 2014 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,"L,0-3",
"October 29, 2014 (Wednesday)",,Away,Carroll University,"Waukesha, WI",,,"L,0-2",
"November 1, 2014 (Saturday)",,Home,Monmouth College,"Monmouth, Ill./Strong Complex Soccer Field",,,"L,1-3",
