Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2013 (Friday)",7:00 pm,Away,North Central College,"Naperville, IL",,,,Canceled,Recap
"September 1, 2013 (Sunday)",12:00 pm,Away,North Park University,"Chicago, IL",,,,"L,1-2",Box ScoreRecap
"September 5, 2013 (Thursday)",5:00 pm,Away,Rockford College,"Rockford, IL",,,,"W,10-0",Box ScoreRecap
"September 7, 2013 (Saturday)",1:00 pm,Away,Coe College,"Cedar Rapids, IA",,,,"W,7-0",Box ScoreRecap
"September 14, 2013 (Saturday)",1:00 pm,Home,Culver-Stockton College (Mo.),"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,1-0",Box ScoreRecap
"September 18, 2013 (Wednesday)",3:00 pm,Home,Central College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,1-3",Box ScoreRecap
"September 21, 2013 (Saturday)",11:00 am,Home,St. Norbert College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,4-3OT",Box ScoreRecap
"September 22, 2013 (Sunday)",11:00 am,Home,Ripon College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,4-0",Box ScoreRecap
"September 25, 2013 (Wednesday)",4:30 pm,Home,University of Dubuque,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,1-3",Box Score
"September 28, 2013 (Saturday)",11:00 am,Away,Lawrence University,"Appleton, WI",,,,"W,2-1OT",Box ScoreRecap
"October 3, 2013 (Thursday)",2:00 pm,Home,Illinois College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,1-0OT",Box ScoreRecap
"October 5, 2013 (Saturday)",12:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,4-0",Box ScoreRecap
"October 9, 2013 (Wednesday)",2:00 pm,Away,Iowa Wesleyan College,"Mount Pleasant, IA",,,,"W,13-0",Box ScoreRecap
"October 12, 2013 (Saturday)",12:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"L,0-1",Box ScoreRecap
"October 19, 2013 (Saturday)",12:00 pm,Home,Beloit College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,7-0",Box ScoreRecap
"October 26, 2013 (Saturday)",11:00 am,Away,Lake Forest College,"Lake Forest, IL",,,,"T,1-1",Box ScoreRecap
"October 27, 2013 (Sunday)",11:00 am,Away,Carroll University,"Waukesha, WI",,,,"T,2-2",Box ScoreRecap
"November 2, 2013 (Saturday)",11:00 am,Home,Knox College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,5-0",Box ScoreRecap
"November 8, 2013 (Friday)",11:00 am,Neutral,Lake Forest College,"DePere, Wis.",,,Midwest Conference Championships,"W,3-2",Box ScoreRecap
"November 9, 2013 (Saturday)",6:00 pm,Away,St. Norbert College,De Pere. WI,,,Midwest Conference Championships,"L,0-2",Box ScoreRecap
