Statistic,High,Player,Opponent
PUTOUTS,8,Teresa Villarreal,Lawrence University (4/11/2014)
ASSISTS,5,Jordan Matosky,Greenville College (4/21/2014)
ERRORS,4,Jennifer Fulton,Univ. of La Verne (3/18/2014)
PASSED BALLS,2,Lydia Stariha,UW-Eau Claire (3/18/2014)
DPS TURNED,1,Megan Gibson; Lydia Stariha,Knox College (4/19/2014); Greenville College (4/21/2014); Pomona-Pitzer (3/21/2014); Cornell College (4/16/2014)
