#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
11.0,"Gibson, Megan 11Gibson, Megan",10.5,3.03,0-10,12-10,5,0-0,0,40.0,85,100,60,36,20,20,5,10,219,0.388,7,9,0,5,6,View Bio
18.0,"Stariha, Lydia 18Stariha, Lydia",21.0,5.27,0-4,9-4,2,0-0,0,26.2,78,98,80,60,6,16,0,1,163,0.479,15,4,1,2,2,View Bio
,Totals,14.7,3.91,0-14,21-14,7,0,0,66.2,163,198,140,96,26,36,5,11,382,0.427,22,13,1,7,8,
,Opponents,0.86,0.79,14-0,21-14,7,8,1,73.0,40,16,9,18,78,5,1,0,256,0.156,3,1,0,0,7,
