Player,2,3,4,5+,Total
"Stariha, Lydia",5,1,-,-,6
"Gibson, Megan",2,-,-,-,2
"Villarreal, Teresa",2,-,-,-,2
"Juveland, Sage",2,-,-,-,2
"Wilke, Summer",1,-,-,-,1
"Weber, Kristina",1,-,-,-,1
TEAM,13,1,0,0,14
