Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 22, 2023 (Tuesday)",4:30 PM,Home,Iowa Central CC,"Mount Vernon, IA/Cornell Soccer Field",,,,Canceled,
"August 27, 2023 (Sunday)",5:00 PM,Home,Saint Ambrose,"Mount Vernon, IA/Cornell Soccer Field",,,,,
"September 1, 2023 (Friday)",6:00 PM,Away,Luther,"Decorah, IA",,,,"T,1-1",Box ScoreRecap
"September 2, 2023 (Saturday)",5:00 PM,Home,Minnesota Morris,"Mount Vernon, IA/Cornell Soccer Field",,,,"W,2-1",Box ScoreRecap
"September 3, 2023 (Sunday)",5:30 PM,Home,Wartburg,"Mount Vernon, IA/Cornell Soccer Field",,,,"L,0-4",Box ScoreRecap
"September 5, 2023 (Tuesday)",7:00 PM,Away,Clarke,"Dubuque, IA",,,,"L,5-6",Box ScoreRecap
"September 7, 2023 (Thursday)",7:00 PM,Away,Coe,"Cedar Rapids, IA",,,,"T,1-1",Box ScoreRecap
"September 10, 2023 (Sunday)",2:00 PM,Home,Blackburn,"Mount Vernon, IA/Cornell Soccer Field",,,,"T,2-2",Box ScoreRecap
"September 13, 2023 (Wednesday)",7:00 PM,Away,Simpson,"Indianola, IA",,,,"L,0-3",Box ScoreRecap
"September 17, 2023 (Sunday)",12:00 PM,Away,Nebraska Wesleyan,"Lincoln, NE",,,,"L,0-4",Box ScoreRecap
"September 23, 2023 (Saturday)",1:30 PM,Away,Beloit,"Beloit, WI",,,,"W,5-2",Box ScoreRecap
"September 26, 2023 (Tuesday)",4:15 PM,Home,Central,"Mount Vernon, IA/Cornell Soccer Field",,,,"W,3-0",Box ScoreRecap
"September 30, 2023 (Saturday)",1:30 PM,Home,Lawrence,"Mount Vernon, IA/Cornell Soccer Field",,,,"W,3-0",Box ScoreRecap
"October 3, 2023 (Tuesday)",3:30 PM,Away,Monmouth,"Monmouth, IL",,,,"L,1-2",Box ScoreRecap
"October 7, 2023 (Saturday)",3:00 PM,Home,Carleton,"Mount Vernon, IA/Cornell Soccer Field",,,,"L,1-2",Box ScoreRecap
"October 11, 2023 (Wednesday)",4:00 PM,Home,Knox,"Mount Vernon, IA/Cornell Soccer Field",,,,"SuspendedI,-",
"October 14, 2023 (Saturday)",2:30 PM,Away,Ripon,"Ripon, WI",,,,"W,2-0",Box ScoreRecap
"October 17, 2023 (Tuesday)",4:00 PM,Home,Grinnell,"Mount Vernon, IA/Cornell Soccer Field",,,,"T,0-0",Box ScoreRecap
"October 22, 2023 (Sunday)",5:00 PM,Home,Knox,"Mount Vernon, IA/Cornell Soccer Field",,,,"W,1-0",Box ScoreRecap
"October 25, 2023 (Wednesday)",7:00 PM,Away,Illinois College,"Jacksonville, IL",,,,"L,1-3",Box ScoreRecap
"October 28, 2023 (Saturday)",1:30 PM,Home,Lake Forest,"Mount Vernon, IA/Cornell Soccer Field",,,,"T,0-0",Box ScoreRecap
"November 3, 2023 (Friday)",11:00 AM,Neutral,Lake Forest,"Jacksonville, IL",,,MWC Tournament,"L,0-2",Box ScoreRecap
