Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Goodell, Brian",SO-2,10:00.26,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Williams, Carter",FR-1,10:32.23,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Snyder, Daniel",SR-4,11:11.63,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Rowekamp, Sam",SR-4,12:06.30,Dick Young Invitational,"Apr 23, 2022"
