Stat,Value,Player/Opponent
Rushes,52,vs Lawrence University (11/15/2014)
Yards Rushing,213,vs Lawrence University (11/15/2014)
TD Rushes,2,vs Cornell College (10/11/2014)
Pass Attempts,46,vs Lake Forest College (11/8/2014)
Pass Completions,26,vs Lake Forest College (11/8/2014)
Yards Passing,323,vs Lawrence University (11/15/2014)
TD Passes,6,vs Lawrence University (11/15/2014)
