Stat,Value,Player/Opponent
Rushes,57,vs Luther College (9/20/2014)
Yards Rushing,579,vs Luther College (9/20/2014)
TD Rushes,7,vs Luther College (9/20/2014)
Pass Attempts,42,vs Lawrence University (11/15/2014)
Pass Completions,32,vs Knox College (10/25/2014)
Yards Passing,350,vs Illinois College (10/18/2014)
TD Passes,4,vs Illinois College (10/18/2014)
