Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 13, 2025 (Thursday)",2 PM PT,Away,Cal Lutheran,"Thousand Oaks, CA",,,,Canceled,Recap
"February 14, 2025 (Friday)",2 PM PT,Away,Caltech,"Pasadena, CA",,,,"W,7-0",Box ScoreRecap
"February 15, 2025 (Saturday)",11 AM PT,Away,Caltech,"Pasadena, CA",,,,"W,6-3",Box ScoreRecap
"February 15, 2025 (Saturday)",2 PM PT,Away,Caltech,"Pasadena, CA",,,,"W,8-7",Box ScoreRecap
"February 16, 2025 (Sunday)",11 AM PT,Away,La Verne,"La Verne, CA",,,,"W,6-3",Box ScoreRecapBox Score
"February 22, 2025 (Saturday)",2 PM CT,Neutral,Spalding,"Millington, TN | USA Baseball Complex Field",,,Rhodes College Round Robin,"W,6-3",Box Score
"February 23, 2025 (Sunday)",10:30 AM CT,Neutral,SUNY-Oneonta,"Memphis, TN",,,Rhodes College Round Robin,"W,11-6",Box Score
"February 23, 2025 (Sunday)",5 PM CT,Neutral,Alma,"Millington, TN | USA Baseball Complex",,,Rhodes College Round Robin,"L,0-2",
"February 24, 2025 (Monday)",1:30 PM CT,Away,Rhodes,"Memphis, TN",,,Rhodes College Round Robin,"L,9-12",Box Score
"February 28, 2025 (Friday)",12 PM ET,Away,Franklin,"Indianapolis, IN | Bishop Chatard HS",,,Franklin Round Robin,,Live StatsHistory
"March 1, 2025 (Saturday)",1 PM ET,Neutral,Ripon,"Greenwood, IN | Center Grove HS",,,Franklin Round Robin,,Live StatsHistory
"March 2, 2025 (Sunday)",11 AM ET,Neutral,North Central (IL),"Greenwood, IN | Center Grove HS",,,Franklin Round Robin,,Live StatsHistory
"March 15, 2025 (Saturday)",12 PM ET,Neutral,UW-Oshkosh,"Lexington, KY",,,Transylvania Round Robin,,WatchLive StatsHistory
"March 15, 2025 (Saturday)",6 PM ET,Away,Transylvania,"Lexington, KY",,,Transylvania Round Robin,,WatchLive StatsHistory
"March 16, 2025 (Sunday)",2 PM ET,Away,Transylvania,"Lexington, KY",,,Transylvania Round Robin,,WatchLive StatsHistory
"March 19, 2025 (Wednesday)",1 PM ET,Neutral,Hope,"Winter Haven, FL",,,,,History
"March 19, 2025 (Wednesday)",7 PM ET,Neutral,Eastern Connecticut State,"Winter Haven, FL",,,,,History
"March 20, 2025 (Thursday)",7 PM ET,Neutral,Carleton,"Davenport, FL",,,,,History
"March 21, 2025 (Friday)",1 PM ET,Neutral,Coe,"Davenport, FL",,,,,History
"March 26, 2025 (Wednesday)",5 PM CT,Away,North Central (IL),"Naperville, IL",,,,,WatchLive StatsHistory
"March 28, 2025 (Friday)",3 PM ET,Away,Brandeis,"Waltham, MA",,,,,WatchLive StatsHistory
"March 29, 2025 (Saturday)",12 PM ET,Away,Brandeis,"Waltham, MA",,,,,WatchLive StatsHistory
"March 29, 2025 (Saturday)",3 PM ET,Away,Brandeis,"Waltham, MA",,,,,WatchLive StatsHistory
"March 30, 2025 (Sunday)",12 PM ET,Away,Brandeis,"Waltham, MA",,,,,WatchLive StatsHistory
"April 4, 2025 (Friday)",3 PM CT,Home,WashU,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 5, 2025 (Saturday)",12 PM CT,Home,WashU,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 5, 2025 (Saturday)",3 PM CT,Home,WashU,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 6, 2025 (Sunday)",12 PM CT,Home,WashU,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 11, 2025 (Friday)",3 PM CT,Home,Case Western Reserve,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 12, 2025 (Saturday)",12 PM CT,Home,Case Western Reserve,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 12, 2025 (Saturday)",3 PM CT,Home,Case Western Reserve,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 13, 2025 (Sunday)",12 PM CT,Home,Case Western Reserve,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 18, 2025 (Friday)",3 PM ET,Away,Emory,"Atlanta, GA",,,,,WatchLive StatsHistory
"April 19, 2025 (Saturday)",12 PM ET,Away,Emory,"Atlanta, GA",,,,,WatchLive StatsHistory
"April 19, 2025 (Saturday)",3 PM ET,Away,Emory,"Atlanta, GA",,,,,WatchLive StatsHistory
"April 20, 2025 (Sunday)",12 PM ET,Away,Emory,"Atlanta, GA",,,,,WatchLive StatsHistory
"April 21, 2025 (Monday)",6 PM CT,Neutral,Illinois Tech,"Chicago, IL | Rate Field",,,,,Live StatsHistory
"April 25, 2025 (Friday)",3 PM CT,Home,New York University,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 26, 2025 (Saturday)",12 PM CT,Home,New York University,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 26, 2025 (Saturday)",3 PM CT,Home,New York University,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
"April 27, 2025 (Sunday)",12 PM CT,Home,New York University,"Chicago, IL | J. Kyle Anderson Field",,,,,WatchLive StatsHistory
