Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 24, 1977 (Saturday)",,Away,Trinity International University (Ill.),"Deerfield, IL",,,"W,2-0",
"October 1, 1977 (Saturday)",,Home,Northern Illinois University,"Lake Forest, IL",,,"L,2-3",
"October 5, 1977 (Wednesday)",,Away,University of Chicago,"Chicago, IL",,,"T,3-3",
"October 8, 1977 (Saturday)",,Away,Carleton College,"Northfield, MN",,,"L,1-2",
"October 12, 1977 (Wednesday)",,Away,Illinois Institute of Technology,"Chicago, IL",,,"L,2-5",
"October 15, 1977 (Saturday)",,Home,Beloit College,"Lake Forest, IL",,,"W,2-1",
"October 19, 1977 (Wednesday)",,Away,Parkside,"Kenosha, WI",,,"W,1-0",
"October 22, 1977 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,"W,4-0",
"October 26, 1977 (Wednesday)",,Home,Milwaukee,"Lake Forest, IL",,,"L,1-6",
"October 29, 1977 (Saturday)",,Home,Ripon College,"Lake Forest, IL",,,"W,2-0",
"November 2, 1977 (Wednesday)",,Home,Wheaton College (Ill.),"Lake Forest, IL",,,"L,0-6",
