Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 2019 (Saturday)",7:00 PM,Home,Iowa Wesleyan,Mount Vernon,,,"W,33-6",Box ScoreRecap
"September 15, 2019 (Sunday)",5:00 PM,Away,Coe College,Cedar Rapids,,,"L,0-38",Box ScoreRecap
"September 28, 2019 (Saturday)",1:00 PM,Home,Lawrence,Mount Vernon,,,"W,22-17",Box ScoreRecap
"October 5, 2019 (Saturday)",1:00 PM,Away,Macalester College,"Saint Paul, Minn.",,,"L,9-24",Box ScoreRecap
"October 12, 2019 (Saturday)",1:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,17-56",Box ScoreRecap
"October 19, 2019 (Saturday)",1:00 PM,Home,Chicago,Mount Vernon,,,"L,7-56",Box ScoreRecap
"October 26, 2019 (Saturday)",2:00 PM,Home,Monmouth,Mount Vernon,,,"L,14-27",Box ScoreRecap
"November 2, 2019 (Saturday)",1:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,31-21",Box ScoreRecap
"November 9, 2019 (Saturday)",1:00 PM,Home,Grinnell,Mount Vernon,,,Canceled,
"November 16, 2019 (Saturday)",12:00 PM,Home,Macalester College,Mount Vernon,,,"W,17-14",Box ScoreRecap
