Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 13, 2014 (Saturday)",9:00 AM,Home,Cornell College,"Jacksonville, Ill.",,,"L,1-8",RecapMatch Results
"September 14, 2014 (Sunday)",9:00 AM,Home,Grinnell College,"Jacksonville, Ill.",,,"L,0-9",RecapMatch Results
"September 17, 2014 (Wednesday)",3:00 PM,Away,Monmouth College,"Monmouth, Ill.",,,"L,3-6",RecapMatch Results
"September 20, 2014 (Saturday)",10:00 AM,Home,Blackburn College,"Jacksonville, Ill.",,,"W,9-0",RecapMatch Results
"September 23, 2014 (Tuesday)",3:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,7-2",RecapMatch Results
"September 24, 2014 (Wednesday)",3:00 PM,Home,Millikin University,"Jacksonville, Ill.",,,"L,0-9",RecapMatch Results
"September 27, 2014 (Saturday)",10:00 AM,Away,Blackburn College,"Carlinville, Ill.",,,"W,8-1",RecapMatch Results
"October 1, 2014 (Wednesday)",3:00 PM,Away,Millikin University,"Decatur, Ill.",,,"L,0-9",Recap
"October 4, 2014 (Saturday)",8:30 AM,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,0-9",RecapMatch Results
"October 4, 2014 (Saturday)",2:00 PM,Away,Carroll University,"Waukesha, Wis.",,,"L,1-8",RecapMatch Results
"October 5, 2014 (Sunday)",8:30 AM,Away,Beloit College,"Beloit, Wis.",,,"L,2-7",RecapMatch Results
"October 7, 2014 (Tuesday)",3:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"L,4-5",RecapMatch Results
"October 11, 2014 (Saturday)",9:00 AM,Away,Ripon College,"Ripon, Wis.",,,"L,0-9",Recap
"October 11, 2014 (Saturday)",2:00 PM,Away,St. Norbert College,De Pere. Wis.,,,"L,0-9",Recap
"October 12, 2014 (Sunday)",9:00 AM,Away,Lawrence University,"Appleton, Wis.",,,"L,0-9",Recap
"October 18, 2014 (Saturday)",10:00 AM,Neutral,Midwest Conference Championships,"Madison, Wis.",,,,Recap
"April 12, 2015 (Sunday)",3:00 PM,Home,Western Illinois University,"Jacksonville, Ill.",,,"L,1-6",RecapMatch Results
