Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2011 (Thursday)",5:15 PM,Away,Grinnell,Grinnell,,,"L,0-1",Box Score
"September 3, 2011 (Saturday)",2:00 PM,Home,Illinois College,Mount Vernon,,,"L,1-2",Box Score
"September 4, 2011 (Sunday)",3:30 PM,Away,Augustana College,"Rock Island, Ill.",,,"L,0-3",Box Score
"September 10, 2011 (Saturday)",2:00 PM,Home,Upper Iowa,Mount Vernon,,,"L,0-5",Box Score
"September 14, 2011 (Wednesday)",5:30 PM,Away,Clarke University,Dubuque,,,"L,1-3",Box Score
"September 17, 2011 (Saturday)",3:00 PM,Home,Waldorf University,Mount Vernon,,,"W,1-0",Box Score
"September 18, 2011 (Sunday)",1:00 PM,Away,Monmouth,"Monmouth, Ill.",,,"L,2-4",Box Score
"September 24, 2011 (Saturday)",1:00 PM,Home,Luther College,Mount Vernon,,,"L,0-5",Box Score
"September 25, 2011 (Sunday)",3:00 PM,Away,Iowa Wesleyan,Mount Pleasant,,,"L,2-3",Box Score
"October 1, 2011 (Saturday)",7:30 PM,Away,Macalester College,"St. Paul, Minn.",,,"L,0-9",Box Score
"October 2, 2011 (Sunday)",3:00 PM,Away,Carleton College,"Northfield, Minn.",,,"L,1-6",Box Score
"October 5, 2011 (Wednesday)",7:00 PM,Away,Simpson College,Indianola,,,"L,1-4",Box Score
"October 8, 2011 (Saturday)",3:00 PM,Home,Buena Vista,Mount Vernon,,,"L,1-2",Box Score
"October 12, 2011 (Wednesday)",4:00 PM,Home,Dubuque,Mount Vernon,,,"L,0-5",Box Score
"October 15, 2011 (Saturday)",2:00 PM,Away,Coe College,Cedar Rapids,,,"L,1-3",Box Score
"October 19, 2011 (Wednesday)",7:30 PM,Away,Wartburg,Waverly,,,"L,1-4",Box Score
"October 22, 2011 (Saturday)",1:00 PM,Home,Central,Mount Vernon,,,"L,0-2",Box Score
"October 26, 2011 (Wednesday)",8:00 PM,Away,Loras College,Dubuque,,,"L,0-13",Box Score
