Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:17.32,"Maddaus, Schmiechen, Holtzman, Young",2017 Dick Young Invitational,"Apr 22, 2017"
,4:20.79,"Maddaus, Holtzman, Schmiechen, Young",Midwest Conference Outdoor Championship,"May 12, 2017"
,4:20.89,"Bambi, Alvarez, LaVerdiere, Martin",2017 Dick Young Invitational,"Apr 22, 2017"
,4:24.02,"Maddaus, Holtzman, Schmiechen, Young",2017 Cornell Invite,"Apr 8, 2017"
,4:25.32,"Maddaus, Holtzman, Schmiechen, Martin",2017 Jim Duncan Invitational,"Apr 14, 2017"
,4:27.73,"Maddaus, Holtzman, Bambi, Schmiechen",2017 Kip Janvrin Open,"Apr 27, 2017"
,4:28.20,"Holtzman, Schmiechen, Bambi, Young",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,4:28.44,"LaVerdiere, Bambi, Alvarez, Teagle",2017 Cornell Invite,"Apr 8, 2017"
