Unnamed: 0,Time,Athletes,Meet,Meet Date
,51.52,"Nguyen, Maddaus, Kessel, Martin",Midwest Conference Outdoor Championship,"May 12, 2017"
,52.75,"Nguyen, Maddaus, Bresnahan, Martin",2017 Dick Young Invitational,"Apr 22, 2017"
,53.32,"Nguyen, Maddaus, Bresnahan, Martin",2017 Jim Duncan Invitational,"Apr 14, 2017"
,53.92,"Maddaus, Kessel, Bresnahan",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,55.17,"Nguyen, Maddaus, Bresnahan, Martin",2017 Cornell Invite,"Apr 8, 2017"
