Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Neckopulos, Alex",JR-3,44.24m,"145' 2""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,44.24m,"145' 2""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,42.53m,"139' 6""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,42.37m,"139' 0""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,42.13m,"138' 3""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,41.48m,"136' 1""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,40.89m,"134' 2""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,39.83m,"130' 8""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,39.27m,"128' 10""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,39.15m,"128' 5""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Neckopulos, Alex",JR-3,39.12m,"128' 4""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Neckopulos, Alex",JR-3,38.89m,"127' 7""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,38.22m,"125' 5""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Neckopulos, Alex",JR-3,37.91m,"124' 4""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,37.64m,"123' 6""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,35.58m,"116' 9""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,35.53m,"116' 7""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,35.51m,"116' 6""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,34.43m,"112' 11""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,34.19m,"112' 2""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,34.13m,"112' 0""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,31.55m,"103' 6""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
