Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Neckopulos, Alex",JR-3,10.68m,"35' 0.5""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,10.64m,"34' 11""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,10.57m,"34' 8.25""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,10.53m,"34' 6.75""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,10.53m,"34' 6.75""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,10.52m,"34' 6.25""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,10.47m,"34' 4.25""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,10.45m,"34' 3.5""",2017 Kip Janvrin Open,"Apr 27, 2017"
,"Neckopulos, Alex",JR-3,10.43m,"34' 2.75""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,10.40m,"34' 1.5""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Neckopulos, Alex",JR-3,10.40m,"34' 1.5""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,10.37m,"34' 0.25""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,10.34m,"33' 11.25""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,10.34m,"33' 11.25""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,10.32m,"33' 10.25""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,10.21m,"33' 6""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Neckopulos, Alex",JR-3,10.16m,"33' 4""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,10.12m,"33' 2.5""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,10.08m,"33' 1""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,10.06m,"33' 0.25""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Neckopulos, Alex",JR-3,9.88m,"32' 5""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
