Statistic,High,Player,Opponent
POINTS,5,"Dellinger, Madeleine",Illinois Col. (09/25/2021)
GOALS,2,"Dellinger, Madeleine March, Jane",Illinois Col. (09/25/2021) Ripon (10/23/2021)
ASSISTS,2,"Engelhardt, Anna Dalla Betta, Francesca",Illinois Col. (09/25/2021) Ripon (10/23/2021)
SHOTS,6,"Bambi, Giada",Lawrence (10/16/2021)
SHOTS ON GOAL,5,"Radakovich, Alyssa Bambi, Giada",Illinois Col. (09/25/2021) Lawrence (10/16/2021)
SAVES,9,"Arneson, Elinor Arneson, Elinor",Carleton (9/11/2021) Wis.-Oshkosh (09/12/2021)
FOULS,4,"Engelhardt, Anna",Knox (09/28/2021)
