0,1,2
POINTS,5,Illinois Col. (09/25/2021)
GOALS,2,Illinois Col. (09/25/2021) Ripon (10/23/2021)
ASSISTS,2,Illinois Col. (09/25/2021) Ripon (10/23/2021)
SHOTS,6,Lawrence (10/16/2021)
SHOTS ON GOAL,5,Illinois Col. (09/25/2021) Lawrence (10/16/2021)
SAVES,9,Carleton (9/11/2021) Wis.-Oshkosh (09/12/2021)
FOULS,4,Knox (09/28/2021)
