0,1,2
POINTS,2,Luther College (9/18/2021) Lawrence (10/16/2021)
GOALS,1,University of Dubuqu (9/1/2021) Wis.-Oshkosh (09/12/2021) Luther College (9/18/2021) Cornell College (10/05/2021) Lawrence (10/16/2021)
ASSISTS,1,University of Dubuqu (9/1/2021) Wis.-Oshkosh (09/12/2021) Knox (09/28/2021) Cornell College (10/05/2021) Lake Forest (10/30/2021)
SHOTS,3,Illinois Col. (09/25/2021)
SHOTS ON GOAL,1,Illinois Col. (09/25/2021)
SAVES,1,Carleton (9/11/2021)
FOULS,1,Illinois Col. (09/25/2021) Ripon (10/23/2021)
CORNER KICKS,1,Coe (9/7/2021) Carleton (9/11/2021) Cornell College (10/05/2021) Lawrence (10/16/2021) Ripon (10/23/2021)
