0,1,2
POINTS,2,Cornell College (10/05/2021)
GOALS,1,Coe (9/7/2021) Cornell College (10/05/2021)
ASSISTS,1,Coe (9/7/2021) Simpson (09/15/2021) Monmouth (IL) (10/12/2021)
SHOTS,1,Carleton (9/11/2021) Wartburg (10/03/2021)
SHOTS ON GOAL,1,Carleton (9/11/2021)
SAVES,1,Illinois Col. (09/25/2021)
FOULS,3,Wis.-Oshkosh (09/12/2021) Simpson (09/15/2021) Ripon (10/23/2021)
CORNER KICKS,1,Wis.-Whitewater (09/22/2021) Lawrence (10/16/2021)
