0,1,2
POINTS,15,Simpson (09/15/2021)
GOALS,5,Simpson (09/15/2021)
ASSISTS,5,Simpson (09/15/2021)
SHOTS,24,Carleton (9/11/2021)
SHOTS ON GOAL,16,Wartburg (10/03/2021)
SAVES,16,Illinois Col. (09/25/2021)
FOULS,13,University of Dubuqu (9/1/2021) Beloit (10/9/2021) Macalester (10/19/2021)
CORNER KICKS,9,Wartburg (10/03/2021)
