#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
9.0,"Nadalsky, Ali 9Nadalsky, Ali",7,2,352,3,1,7,7,0.429,5,0.714,0-0,0,0-0,View Bio
24.0,"Bambi, Giada 24Bambi, Giada",8,7,638,2,2,6,18,0.111,14,0.778,0-0,0,0-0,View Bio
28.0,"Dalla Betta, Francesca 28Dalla Betta, Francesca",8,5,413,2,2,6,16,0.125,9,0.563,0-0,0,0-0,View Bio
3.0,"Dellinger, Madeleine 3Dellinger, Madeleine",8,8,352,2,1,5,7,0.286,6,0.857,0-0,1,0-0,View Bio
20.0,"March, Jane 20March, Jane",8,8,746,2,1,5,6,0.333,3,0.5,0-0,0,0-0,View Bio
25.0,"Berk, Tali 25Berk, Tali",4,0,32,1,0,2,1,1.0,1,1.0,0-0,0,0-0,View Bio
18.0,"Engelhardt, Anna 18Engelhardt, Anna",8,8,543,0,2,2,8,0.0,5,0.625,0-0,0,0-0,View Bio
4.0,"Radakovich, Alyssa 4Radakovich, Alyssa",8,6,295,1,0,2,13,0.077,13,1.0,0-0,1,0-0,View Bio
32.0,"Thomas, Tori 32Thomas, Tori",1,0,7,1,0,2,1,1.0,1,1.0,0-0,0,0-0,View Bio
2.0,"Wehrman, Allison 2Wehrman, Allison",8,0,218,1,0,2,3,0.333,1,0.333,0-0,0,0-0,View Bio
21.0,"Komsthoeft, Reese 21Komsthoeft, Reese",8,5,467,0,1,1,2,0.0,1,0.5,0-0,0,0-0,View Bio
17.0,"Nowak, Hope 17Nowak, Hope",8,8,556,0,1,1,5,0.0,2,0.4,0-0,0,0-0,View Bio
14.0,"Sheehan-Klenk, Julia 14Sheehan-Klenk, Julia",8,0,294,0,1,1,5,0.0,4,0.8,0-0,0,0-0,View Bio
1.0,"Arneson, Elinor 1Arneson, Elinor",7,7,315,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
5.0,"Beltramo, Maddie 5Beltramo, Maddie",6,0,231,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
19.0,"Carson, Katie 19Carson, Katie",2,0,5,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
23.0,"Chopra, Antarah 23Chopra, Antarah",8,7,726,0,0,0,4,0.0,1,0.25,0-0,0,0-0,View Bio
8.0,"Duus, Carlie 8Duus, Carlie",7,2,173,0,0,0,8,0.0,6,0.75,1-0,0,0-0,View Bio
11.0,"Ellingsberg, Lauren 11Ellingsberg, Lauren",4,1,101,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
12.0,"Hennager, Ella 12Hennager, Ella",3,0,17,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"Kayim-yanko, Esme 22Kayim-yanko, Esme",2,1,95,0,0,0,4,0.0,1,0.25,0-0,0,0-0,
16.0,"Leahy, Tessa 16Leahy, Tessa",7,0,240,0,0,0,2,0.0,2,1.0,0-0,0,0-0,View Bio
0.0,"Malicky, Hannah 0Malicky, Hannah",8,1,462,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
10.0,"Moosman, Crys 10Moosman, Crys",4,2,99,0,0,0,6,0.0,2,0.333,0-0,0,0-0,View Bio
26.0,"Neal, Jaden 26Neal, Jaden",2,1,82,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
15.0,"Paladino, Jill 15Paladino, Jill",8,1,372,0,0,0,4,0.0,2,0.5,1-0,0,0-0,View Bio
6.0,"Reid, Samantha 6Reid, Samantha",6,2,110,0,0,0,2,0.0,2,1.0,0-0,0,0-0,View Bio
7.0,"Smith, Keiko 7Smith, Keiko",8,4,395,0,0,0,10,0.0,4,0.4,0-0,0,0-0,View Bio
33.0,"Staker, Sadie 33Staker, Sadie",1,0,2,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
31.0,"Sundaram, Gia 31Sundaram, Gia",3,2,198,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
29.0,"Szalay, Megan 29Szalay, Megan",1,0,2,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
13.0,"Tanona, Maeve 13Tanona, Maeve",1,0,3,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
,Total,8,-,8541,15,12,42,134,0.112,86,0.642,3-0,2,0-0,
,Opponent,8,-,8542,9,6,24,82,0.11,50,0.61,4-0,4,0-0,
