Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 3, 2022 (Saturday)",1 PM,Away,Rockford University,"Rockford, IL",,,"L,14-41",Box ScoreRecap
"September 10, 2022 (Saturday)",1 PM,Home,Cornell College,"Beloit, Wis./Strong Stadium",,,"L,14-35",Box ScoreRecap
"September 17, 2022 (Saturday)",1 PM,Away,University of Chicago,"Chicago, IL",,,"L,10-43",Box ScoreRecap
"October 1, 2022 (Saturday)",1 PM,Away,Grinnell College,"Grinnell, IA",,,"L,20-28",Box Score
"October 8, 2022 (Saturday)",1 PM,Home,Knox College,"Beloit, Wis./Strong Stadium",,,"L,25-34",Box ScoreRecap
"October 15, 2022 (Saturday)",1 PM,Away,Monmouth College,"Monmouth, IL",,,"L,0-64",Box ScoreRecap
"October 22, 2022 (Saturday)",1 PM,Home,Lawrence University,"Beloit, Wis./Strong Stadium",,,"W,56-0",Box ScoreRecap
"October 29, 2022 (Saturday)",1 PM,Away,Ripon College,"Ripon, WI",,,"L,14-55",Box ScoreRecap
"November 5, 2022 (Saturday)",1 PM,Home,Lake Forest College,"Beloit, Wis./Strong Stadium",,,"L,3-36",Box ScoreRecap
"November 12, 2022 (Saturday)",12 PM,Away,Illinois College,"Jacksonville, IL",,,"L,13-65",Box ScoreRecap
