Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:59.22,"Clennon, Ajinjeru, Miller, Burnell",Midwest Conference Championships,"May 11, 2012"
,4:01.39,"Clennon, Ajinjeru, Miller, Burnell",Fighting Scots Outdoor Invitational,"May 5, 2012"
,4:02.50,"Miller, Ajinjeru, Miller, Burnell",Dick Young Classic,"Apr 21, 2012"
,4:04.84 h,"Miller, Ajinjeru, Burnell, Miller",Loras Open,"Apr 28, 2012"
,4:07.10,"Ajinjeru, Clennon, Jensen, Pinnette",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,4:18.23,"Clennon, Jensen, Pinnette, Bisignano",Dick Young Classic,"Apr 21, 2012"
,4:47.32,"Jensen, Pinnette, Rudy, Tempest",Fighting Scots Outdoor Invitational,"May 5, 2012"
,4:53.11,"Rudy, Emery, Meisles, Brosius",Dick Young Classic,"Apr 21, 2012"
