Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SO-2,40.98m,"134' 5""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Young, Jordan",SO-2,40.51m,"132' 11""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,40.50m,"132' 10""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,40.38m,"132' 6""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,40.14m,"131' 8""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,39.82m,"130' 8""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,39.62m,"130' 0""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,39.31m,"129' 0""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,38.39m,"125' 11""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Young, Jordan",SO-2,38.22m,"125' 5""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,38.01m,"124' 8""",Dick Young Classic,"Apr 21, 2012"
,"Kubicek, Heather",SR-4,37.81m,"124' 0""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,37.36m,"122' 7""",Midwest Conference Championships,"May 11, 2012"
,"Kubicek, Heather",SR-4,37.31m,"122' 5""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Young, Jordan",SO-2,37.27m,"122' 3""",Midwest Conference Championships,"May 11, 2012"
,"Kubicek, Heather",SR-4,37.20m,"122' 0""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,36.91m,"121' 1""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,36.85m,"120' 11""",Dick Young Classic,"Apr 21, 2012"
,"Kubicek, Heather",SR-4,36.55m,"119' 11""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Kubicek, Heather",SR-4,36.39m,"119' 5""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Kubicek, Heather",SR-4,36.38m,"119' 4""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,35.55m,"116' 7""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,35.47m,"116' 4""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Kubicek, Heather",SR-4,35.27m,"115' 8""",Dick Young Classic,"Apr 21, 2012"
,"Kubicek, Heather",SR-4,35.27m,"115' 8""",Dick Young Classic,"Apr 21, 2012"
,"Kubicek, Heather",SR-4,33.43m,"109' 8""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,33.43m,"109' 8""",Midwest Conference Championships,"May 11, 2012"
,"Kubicek, Heather",SR-4,32.01m,"105' 0""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Kubicek, Heather",SR-4,29.67m,"97' 4""",2012 Jim Duncan Invitational,"Apr 13, 2012"
