Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SO-2,34.94m,"114' 7""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Carlson, Athena",FR-1,33.36m,"109' 5""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,33.33m,"109' 4""",Dick Young Classic,"Apr 21, 2012"
,"Young, Jordan",SO-2,33.33m,"109' 4""",Dick Young Classic,"Apr 21, 2012"
,"Carlson, Athena",FR-1,32.86m,"107' 10""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Young, Jordan",SO-2,32.69m,"107' 3""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,32.52m,"106' 8""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Carlson, Athena",FR-1,32.17m,"105' 6""",Dick Young Classic,"Apr 21, 2012"
,"Carlson, Athena",FR-1,32.16m,"105' 6""",Dick Young Classic,"Apr 21, 2012"
,"Young, Jordan",SO-2,31.70m,"104' 0""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,31.70m,"104' 0""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Carlson, Athena",FR-1,31.46m,"103' 2""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Carlson, Athena",FR-1,31.12m,"102' 1""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,30.78m,"101' 0""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,29.98m,"98' 4""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Carlson, Athena",FR-1,28.94m,"94' 11""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,28.47m,"93' 5""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,27.82m,"91' 3""",Loras Open,"Apr 28, 2012"
,"Carlson, Athena",FR-1,27.05m,"88' 9""",Midwest Conference Championships,"May 11, 2012"
,"Carlson, Athena",FR-1,26.48m,"86' 10""",Loras Open,"Apr 28, 2012"
,"Carlson, Athena",FR-1,25.76m,"84' 6""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Kubicek, Heather",SR-4,24.91m,"81' 9""",Dick Young Classic,"Apr 21, 2012"
,"Carlson, Athena",FR-1,24.34m,"79' 10""",Midwest Conference Championships,"May 11, 2012"
,"Carlson, Athena",FR-1,24.22m,"79' 5""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,22.96m,"75' 4""",Midwest Conference Championships,"May 11, 2012"
,"Kubicek, Heather",SR-4,22.15m,"72' 8""",Midwest Conference Championships,"May 11, 2012"
,"Kubicek, Heather",SR-4,21.73m,"71' 3""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Kubicek, Heather",SR-4,20.68m,"67' 10""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
