Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SO-2,32.20m,"105' 8""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Huey, Megan",JR-3,30.11m,"98' 9""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,30.05m,"98' 7""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,29.99m,"98' 5""",Dick Young Classic,"Apr 21, 2012"
,"Huey, Megan",JR-3,29.99m,"98' 5""",Dick Young Classic,"Apr 21, 2012"
,"Huey, Megan",JR-3,29.91m,"98' 1""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,29.83m,"97' 10""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,28.05m,"92' 0""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,27.97m,"91' 9""",Dick Young Classic,"Apr 21, 2012"
,"Young, Jordan",SO-2,27.97m,"91' 9""",Dick Young Classic,"Apr 21, 2012"
,"Young, Jordan",SO-2,27.72m,"90' 11""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,27.07m,"88' 10""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,26.90m,"88' 3""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Young, Jordan",SO-2,26.75m,"87' 9""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,26.08m,"85' 7""",Loras Open,"Apr 28, 2012"
,"Huey, Megan",JR-3,25.93m,"85' 1""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,25.78m,"84' 7""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,25.41m,"83' 4""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,25.13m,"82' 5""",Loras Open,"Apr 28, 2012"
,"Huey, Megan",JR-3,24.09m,"79' 0""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,23.87m,"78' 4""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Kubicek, Heather",SR-4,23.50m,"77' 1""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,23.44m,"76' 11""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,22.95m,"75' 3""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,22.95m,"75' 3""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,21.43m,"70' 4""",Dick Young Classic,"Apr 21, 2012"
,"Kubicek, Heather",SR-4,20.28m,"66' 6""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Kubicek, Heather",SR-4,19.82m,"65' 0""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,19.77m,"64' 10""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,19.01m,"62' 4""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
