Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Ajinjeru, Christine",SO-2,26.03,Midwest Conference Championships,"May 11, 2012",1.5
,"Clennon, Emily",SO-2,26.42,Midwest Conference Championships,"May 11, 2012",1.5
,"Ajinjeru, Christine",SO-2,26.44,Fighting Scots Outdoor Invitational,"May 5, 2012",1.7
,"Ajinjeru, Christine",SO-2,26.67,Midwest Conference Championships,"May 11, 2012",0.2
,"Clennon, Emily",SO-2,26.71,ERAU Spike's Classic - College/Open,"Mar 23, 2012",1.0
,"Ajinjeru, Christine",SO-2,26.72,ERAU Spike's Classic - College/Open,"Mar 23, 2012",0.3
,"Clennon, Emily",SO-2,26.75,Fighting Scots Outdoor Invitational,"May 5, 2012",1.7
,"Ajinjeru, Christine",SO-2,26.91,Dick Young Classic,"Apr 21, 2012",-0.5
,"Ajinjeru, Christine",SO-2,27.01,2012 Jim Duncan Invitational,"Apr 13, 2012",0.3
,"Clennon, Emily",SO-2,27.17,Dick Young Classic,"Apr 21, 2012",-0.5
,"Clennon, Emily",SO-2,27.44,2012 Jim Duncan Invitational,"Apr 13, 2012",0.3
,"Jensen, Sarah",FR-1,28.06,ERAU Spike's Classic - College/Open,"Mar 23, 2012",1.3
,"Clennon, Emily",SO-2,28.16,Loras Open,"Apr 28, 2012",-3.3
,"Pinnette, Ellen",FR-1,28.82,Fighting Scots Outdoor Invitational,"May 5, 2012",1.1
,"Pinnette, Ellen",FR-1,28.82,ERAU Spike's Classic - College/Open,"Mar 23, 2012",1.3
,"Jensen, Sarah",FR-1,29.03,Cornell Invitational,"Apr 14, 2012",-0.7
,"Pinnette, Ellen",FR-1,29.08,Cornell Invitational,"Apr 14, 2012",-0.4
,"Pinnette, Ellen",FR-1,29.24,Dick Young Classic,"Apr 21, 2012",-1.7
,"Pinnette, Ellen",FR-1,29.69,Loras Open,"Apr 28, 2012",-2.6
,"Hasan, Nadia",JR-3,30.95,Fighting Scots Outdoor Invitational,"May 5, 2012",0.2
,"Hasan, Nadia",JR-3,31.08,Dick Young Classic,"Apr 21, 2012",-1.1
,"Hasan, Nadia",JR-3,31.11,ERAU Spike's Classic - College/Open,"Mar 23, 2012",-0.1
,"Hasan, Nadia",JR-3,31.16,Cornell Invitational,"Apr 14, 2012",-0.7
,"Hasan, Nadia",JR-3,31.8,Loras Open,"Apr 28, 2012",-3.5
,"Nahib, Nilob",JR-3,32.26,ERAU Spike's Classic - College/Open,"Mar 23, 2012",0.3
,"Nahib, Furugh",FR-1,32.37,Loras Open,"Apr 28, 2012",-3.6
,"Nahib, Furugh",FR-1,32.61,Dick Young Classic,"Apr 21, 2012",-1.1
,"Nahib, Furugh",FR-1,32.94,Cornell Invitational,"Apr 14, 2012",-0.7
,"Toomey, Bridget",FR-1,33.51,Fighting Scots Outdoor Invitational,"May 5, 2012",-0.3
,"Toomey, Bridget",FR-1,33.93,Dick Young Classic,"Apr 21, 2012",-1.1
,"Toomey, Bridget",FR-1,34.6,Loras Open,"Apr 28, 2012",-3.6
