Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 30, 2024 (Friday)",7:00 p.m.,Away,Wisconsin Lutheran College,"Wauwatosa, Wis.",,,"L,0-1",Box ScoreRecap
"September 1, 2024 (Sunday)",7:00 p.m.,Home,Marian University,"Ripon, Wis./Hopp Stadium",,,"W,3-0",Box ScoreRecap
"September 4, 2024 (Wednesday)",4:00 p.m.,Away,Emmaus Bible College,"Dubuque, Iowa",,,"W,2-0",Box ScoreRecap
"September 7, 2024 (Saturday)",6:00 p.m.,Home,Coe College,"Ripon, Wis./Hopp Stadium",,,"W,4-1",Box ScoreRecap
"September 11, 2024 (Wednesday)",7:00 p.m.,Away,Rockford University,"Loves Park, Ill./ Wedgbury Stadium",,,"W,5-0",Box ScoreRecap
"September 14, 2024 (Saturday)",3:30 p.m.,Home,Martin Luther College,"Ripon, Wis./Prairie Field",,,"W,7-1",Box ScoreRecap
"September 18, 2024 (Wednesday)",5:00 p.m.,Home,University of Wisconsin-Stout,"Ripon, Wis./Hopp Stadium",,,"W,6-0",Box ScoreRecap
"September 21, 2024 (Saturday)",2:00 p.m.,Away,Eureka College,"Eureka, Ill.",,,"W,4-1",Box ScoreRecap
"September 24, 2024 (Tuesday)",4:00 p.m.,Away,Maranatha Baptist  University,"Watertown, Wis.",,,"W,6-0",Box ScoreRecap
"September 28, 2024 (Saturday)",11:00 a.m.,Away,Illinois College,"Jacksonville, Ill.",,,"L,1-3",Box ScoreRecap
"October 1, 2024 (Tuesday)",4:00 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,0-2",Box ScoreRecap
"October 5, 2024 (Saturday)",11:00 a.m.,Home,Grinnell College,"Ripon, Wis./Hopp Stadium",,,"L,1-3",Box ScoreRecap
"October 8, 2024 (Tuesday)",4:00 p.m.,Home,Saint Mary's University (Minn.),"Ripon, Wis./Hopp Stadium",,,"L,0-1",Box ScoreRecap
"October 12, 2024 (Saturday)",11:00 a.m.,Home,Beloit College,"Ripon, Wis./Hopp Stadium",,,"W,4-0",Box ScoreRecap
"October 16, 2024 (Wednesday)",4:00 p.m.,Away,Lakeland University,"Plymouth, Wis.",,,"W,3-1",Box ScoreRecap
"October 19, 2024 (Saturday)",11:00 a.m.,Away,Cornell College,"Mount Vernon, Iowa",,,"W,2-1",Box ScoreRecap
"October 21, 2024 (Monday)",6:00 p.m.,Home,Edgewood College,"Ripon, Wis./Hopp Stadium",,,"L,0-1",Box ScoreRecap
"October 26, 2024 (Saturday)",11:00 a.m.,Away,Monmouth College,"Monmouth, Ill.",,,"W,3-2",Box ScoreRecap
"October 29, 2024 (Tuesday)",7:30 p.m.,Home,Lawrence University,"Ripon, Wis./Hopp Stadium",,,"W,3-2",Box ScoreRecap
"November 2, 2024 (Saturday)",11:00 a.m.,Home,Knox College,"Ripon, Wis./Hopp Stadium",,,"T,2-2",Box ScoreRecap
