0,1,2,3,4,5
Grinnell,331,321,652,+76,1st
Vrishali Sinha,74,70,144,E,1st
Vidushi Sinha,76,82,158,+14,2nd
Sam Nakahira,89,80,169,+25,10th
Samanike Hengst#,86,94,180,+36,13th
Anisha Agarwalla,92,89,181,+37,14th
Lauren Yi,96,91,187,+43,t-18th
