#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
26.0,"Gray, Ronnie 26 Gray, Ronnie",113,111,2,0,1.0,13,0,0,0,0,View Bio
18.0,"Skelly, Matt 18 Skelly, Matt",13,11,2,0,1.0,1,0,0,0,0,View Bio
23.0,"Pahos, Will 23 Pahos, Will",7,0,7,0,1.0,2,0,1,0,0,View Bio
3.0,"Pope, Ben 3 Pope, Ben",7,1,6,0,1.0,1,0,1,0,0,View Bio
31.0,"Ormond, Jason 31 Ormond, Jason",6,2,4,0,1.0,1,0,0,0,0,View Bio
13.0,"Myers, Andrew 13 Myers, Andrew",5,1,4,0,1.0,0,0,0,0,0,View Bio
27.0,"Kelley, Andrew 27 Kelley, Andrew",5,1,4,0,1.0,0,1,0,0,0,View Bio
29.0,"Sutton, Charlie 29 Sutton, Charlie",3,3,0,0,1.0,0,0,0,0,0,View Bio
10.0,"Kemis, Jason 10 Kemis, Jason",2,2,0,0,1.0,0,0,0,0,0,View Bio
19.0,"Jacobson, Max 19 Jacobson, Max",2,0,2,0,1.0,0,1,0,0,0,View Bio
21.0,"Platt, Andrew 21 Platt, Andrew",2,0,2,0,1.0,1,0,0,0,0,View Bio
36.0,"Sales, Ian 36 Sales, Ian",2,2,0,0,1.0,0,2,0,0,0,View Bio
11.0,11  11 11,1,1,0,0,1.0,0,0,0,0,0,
30.0,"Goetz, TJ 30 Goetz, TJ",1,0,1,0,1.0,0,0,0,0,0,View Bio
14.0,"Nodzenski, Mike 14 Nodzenski, Mike",78,75,2,1,0.987,0,1,2,1,0,View Bio
6.0,"Davis, Drew 6 Davis, Drew",36,33,2,1,0.972,1,0,0,0,0,View Bio
5.0,"Goldfien, Michael 5 Goldfien, Michael",54,17,34,3,0.944,11,0,0,0,0,View Bio
24.0,"Schaeffer, Matt 24 Schaeffer, Matt",18,16,1,1,0.944,0,4,1,0,0,View Bio
15.0,"Inafuku, Kainoa 15 Inafuku, Kainoa",44,8,33,3,0.932,4,0,0,0,0,View Bio
37.0,"Dowrick, J.R. 37 Dowrick, J.R.",71,25,41,5,0.93,13,0,0,0,0,View Bio
33.0,"Markey, Jackson 33 Markey, Jackson",11,9,0,2,0.818,0,0,0,0,0,View Bio
28.0,"Spacapan, John 28 Spacapan, John",3,1,1,1,0.667,0,0,0,0,0,View Bio
16.0,"Knoll, Dugan 16 Knoll, Dugan",0,0,0,0,0.0,0,1,1,0,0,View Bio
22.0,"Nelson, Karl 22 Nelson, Karl",0,0,0,0,0.0,0,0,0,0,0,View Bio
25.0,"Tremblay, Colin 25 Tremblay, Colin",0,0,0,0,0.0,0,0,0,0,0,View Bio
32.0,"Bennett, Will 32 Bennett, Will",0,0,0,0,0.0,0,0,0,0,0,View Bio
35.0,"Zarcone, Phillip 35 Zarcone, Phillip",0,0,0,0,0.0,0,0,0,0,0,View Bio
38.0,"Kawahara, Yuki 38 Kawahara, Yuki",0,0,0,0,0.0,0,0,0,0,0,View Bio
40.0,"Turner, Sam 40 Turner, Sam",0,0,0,0,0.0,0,0,0,0,0,View Bio
7.0,"Blumenreich, Matt 7 Blumenreich, Matt",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,484,319,148,17,0.965,48,10,6,1,0,
,Opponents,463,313,131,19,0.959,25,38,9,6,0,
