Statistic,High,Player,Opponent
PUTOUTS,16,Ronnie Gray,Central College (4/17/2012); Monmouth College (4/28/2012)
ASSISTS,8,Kainoa Inafuku,Monmouth College (4/28/2012)
ERRORS,3,"Runyon, JD",Grinnell College (3/3/2012)
PASSED BALLS,1,Mike Nodzenski,Washington U. (4/29/2012); Millikin (3/4/2012); Central College (3/28/2012); Knox College (4/7/2012)
DPS TURNED,4,J.R. Dowrick,Illinois College (4/22/2012)
