#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
3.0,"Pope, Ben 3 Pope, Ben",22,7,15,0,1.0,1,6,5,0,0,View Bio
21.0,"Platt, Andrew 21 Platt, Andrew",19,8,11,0,1.0,2,2,2,0,0,View Bio
19.0,"Jacobson, Max 19 Jacobson, Max",11,1,10,0,1.0,0,4,2,0,0,View Bio
20.0,"Mayberry IV, Billy 20 Mayberry IV, Billy",6,1,5,0,1.0,0,0,0,0,0,View Bio
29.0,"Sutton, Charlie 29 Sutton, Charlie",5,5,0,0,1.0,0,0,0,0,0,View Bio
30.0,"Goetz, TJ 30 Goetz, TJ",1,0,1,0,1.0,0,0,0,0,0,View Bio
34.0,"Eckberg, Chris 34 Eckberg, Chris",1,1,0,0,1.0,0,1,1,0,0,View Bio
26.0,"Gray, Ronnie 26 Gray, Ronnie",325,310,12,3,0.991,27,0,0,0,0,View Bio
14.0,"Nodzenski, Mike 14 Nodzenski, Mike",201,180,19,2,0.99,1,21,11,4,0,View Bio
18.0,"Skelly, Matt 18 Skelly, Matt",52,49,2,1,0.981,1,0,0,0,0,View Bio
24.0,"Schaeffer, Matt 24 Schaeffer, Matt",36,30,5,1,0.972,1,5,1,0,0,View Bio
23.0,"Pahos, Will 23 Pahos, Will",33,15,17,1,0.97,3,4,5,0,0,View Bio
27.0,"Kelley, Andrew 27 Kelley, Andrew",22,8,13,1,0.955,2,7,2,0,0,View Bio
37.0,"Dowrick, J.R. 37 Dowrick, J.R.",122,46,69,7,0.943,17,0,0,0,0,View Bio
6.0,"Davis, Drew 6 Davis, Drew",102,81,15,6,0.941,2,0,0,0,0,View Bio
5.0,"Goldfien, Michael 5 Goldfien, Michael",153,48,94,11,0.928,18,0,0,0,0,View Bio
36.0,"Sales, Ian 36 Sales, Ian",13,11,1,1,0.923,0,2,0,0,0,View Bio
15.0,"Inafuku, Kainoa 15 Inafuku, Kainoa",127,30,87,10,0.921,11,0,0,0,0,View Bio
10.0,"Kemis, Jason 10 Kemis, Jason",11,9,1,1,0.909,0,0,0,0,0,View Bio
11.0,11  11 11,9,3,5,1,0.889,0,0,0,0,0,
16.0,"Knoll, Dugan 16 Knoll, Dugan",9,5,3,1,0.889,0,4,1,0,0,View Bio
35.0,"Zarcone, Phillip 35 Zarcone, Phillip",8,4,3,1,0.875,0,0,0,0,0,View Bio
7.0,"Blumenreich, Matt 7 Blumenreich, Matt",15,3,10,2,0.867,2,0,0,0,0,View Bio
28.0,"Spacapan, John 28 Spacapan, John",13,1,10,2,0.846,1,0,0,0,0,View Bio
31.0,"Ormond, Jason 31 Ormond, Jason",12,3,7,2,0.833,1,0,0,0,0,View Bio
33.0,"Markey, Jackson 33 Markey, Jackson",33,26,0,7,0.788,0,3,0,0,0,View Bio
13.0,"Myers, Andrew 13 Myers, Andrew",9,1,6,2,0.778,0,3,0,0,0,View Bio
1.0,1  1 1,0,0,0,0,0.0,0,0,0,0,0,
12.0,12  12 12,0,0,0,0,0.0,0,0,0,0,0,
17.0,"Bouton, Ryan 17 Bouton, Ryan",0,0,0,0,0.0,0,0,0,0,0,View Bio
22.0,"Nelson, Karl 22 Nelson, Karl",0,0,0,0,0.0,0,0,0,0,0,View Bio
25.0,"Tremblay, Colin 25 Tremblay, Colin",0,0,0,0,0.0,0,0,0,0,0,View Bio
32.0,"Bennett, Will 32 Bennett, Will",0,0,0,0,0.0,0,0,0,0,0,View Bio
38.0,"Kawahara, Yuki 38 Kawahara, Yuki",0,0,0,0,0.0,0,0,0,0,0,View Bio
39.0,"Bell, Walker 39 Bell, Walker",0,0,0,0,0.0,0,0,0,0,0,View Bio
40.0,"Turner, Sam 40 Turner, Sam",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1370,886,421,63,0.954,33,62,30,4,0,
,Opponents,1346,901,390,55,0.959,20,122,41,9,0,
