0,1,2,3,4,5
Grinnell College,339,328,667,91.0,7th
Evan Bunis,78,78,156,12.0,t-16th
JP DeFranco,83,78,161,17.0,t-28th
Zach McGriff,85,87,172,28.0,t-45th
Rockne DeCoster,97,85,182,38.0,52nd
Nirabh Koirala,93,0,93,,
