Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2021 (Wednesday)",4:30 pm,Away,Marian University,"Fond du Lac, WI",,,"L,2-6",Box ScoreRecap
"September 4, 2021 (Saturday)",Noon,Neutral,Whitworth University,"Spokane, WA",,,"L,0-4",Box ScoreRecap
"September 5, 2021 (Sunday)",Noon,Away,Whitman College,"Walla Walla, Wash.",,,"L,1-3",Box ScoreRecap
"September 10, 2021 (Friday)",7 pm,Away,Wisconsin Lutheran College,"Milwaukee, WI",,,"W,2-1",Box ScoreRecap
"September 11, 2021 (Saturday)",7 pm,Home,Concordia University (Wis.),"Appleton, WI/ The Banta Bowl",,,"L,1-4",Box ScoreRecap
"September 15, 2021 (Wednesday)",7 pm,Away,Carthage College,"Kenosha, WI",,,"L,0-5",Box ScoreRecap
"September 17, 2021 (Friday)",7 pm,Home,Finlandia University,"Appleton, WI/ The Banta Bowl",,,"W,6-1",Box ScoreRecap
"September 20, 2021 (Monday)",7 pm,Home,Northland College,"Appleton, WI/ The Banta Bowl",,,"W,2-1",Box ScoreRecap
"September 25, 2021 (Saturday)",1:30 pm,Away,Lake Forest College,"Lake Forest, IL",,,"W,1-0",Box ScoreRecap
"September 29, 2021 (Wednesday)",7 pm,Home,Carroll University,"Appleton, WI/ The Banta Bowl",,,"L,0-2",Box ScoreRecap
"October 2, 2021 (Saturday)",1:30 pm,Away,Illinois College,"Jacksonville, IL",,,"W,4-3OT",Box ScoreRecap
"October 9, 2021 (Saturday)",1:30 pm,Home,Knox College,"Appleton, WI/ The Banta Bowl",,,"W,2-1",Box ScoreRecap
"October 13, 2021 (Wednesday)",7 pm,Home,Ripon College,"Appleton, WI/ The Banta Bowl",,,"W,4-0",Box ScoreRecap
"October 16, 2021 (Saturday)",1:30 pm,Away,Grinnell College,"Grinnell, IA",,,"L,0-1",Box ScoreRecap
"October 19, 2021 (Tuesday)",5 pm,Home,University of Wisconsin-Eau Claire,"Appleton, WI/ The Banta Bowl",,,"L,0-4",Box ScoreRecap
"October 23, 2021 (Saturday)",1:30 pm,Away,Cornell College,"Mount Vernon, IA",,,"L,1-4",Box ScoreRecap
"October 27, 2021 (Wednesday)",4:30 pm,Home,Beloit College,"Appleton, WI/ The Banta Bowl",,,"W,3-2",Box ScoreRecap
"October 30, 2021 (Saturday)",1:30 pm,Home,Monmouth College,"Appleton, WI/ The Banta Bowl",,,"L,0-1",Box ScoreRecap
"November 5, 2021 (Friday)",2 pm,Away,Knox College,"Galesburg, IL",,,"L,0-3",Box ScoreRecap
