Statistic,High,Player,Opponent
POINTS,6,Patty Murphy-Geiss,Blackburn College (8/31/2013)
GOALS,2,Patty Murphy-Geiss Patty Murphy-Geiss Nora Sahel,Blackburn College (8/31/2013) Buena Vista Univ. (9/8/2013) Beloit College (9/28/2013)
ASSISTS,2,Patty Murphy-Geiss Dabney Hofammann Abby Jaeger Patty Murphy-Geiss,Blackburn College (8/31/2013) Buena Vista Univ. (9/8/2013) Cornell College (9/17/2013) Beloit College (9/28/2013)
SHOTS,6,Elle Silverman Eva Smith,Blackburn College (8/31/2013) Knox College (10/5/2013)
SHOTS ON GOAL,5,Dabney Hofammann Eva Smith,Blackburn College (8/31/2013) Knox College (10/5/2013)
SAVES,7,Jordan Young,Augustana (9/29/2013)
FOULS,5,TEAM,Simpson College (10/22/2013)
