Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Carchidi, Eva",JR-3,25.66,Midwest Conference Outdoor Championships,"May 12, 2023",-1.9
,"Edassery, Sonia",JR-3,26.11,Augustana College Midwest Twilight Qualifier,"May 18, 2023",-0.2
,"Taylor, Ava",SO-2,27.49,Monmouth College Fighting Scot Outdoor,"May 6, 2023",1.7
,"Crowe, Maile",SO-2,28.18,Norse Invite,"Apr 15, 2023",0.1
,"Kaczmarczyk, Crystal",SO-2,29.22,Dick Young Classic,"Apr 22, 2023",0.3
,"Ong, Caitlin",FR-1,30.44,Mustang Open,"Apr 1, 2023",1.5
,"Goodman, Jessie",FR-1,30.5,Norse Invite,"Apr 15, 2023",0.0
,"Natalie, Alexandra",FR-1,31.84,Monmouth College Fighting Scot Outdoor,"May 6, 2023",1.6
