Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Booher, Sara",SO-2,11.23m,"36' 10.25""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Galowitz, Kylie",FR-1,10.14m,"33' 3.25""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Myers-Rafferty, Emma",SO-2,8.18m,"26' 10""",Rittgers Invitational,"Apr 7, 2023"
