Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 8, 2001 (Saturday)",,Away,Claremont,"Claremont, CA",,,"L,30-49",
"September 22, 2001 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"W,41-24",
"September 29, 2001 (Saturday)",,Away,Carroll,"Waukesha, WI",,,"W,54-27",
"October 6, 2001 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"W,30-19",
"October 13, 2001 (Saturday)",,Away,Ripon,"Ripon, WI",,,"L,14-44",
"October 20, 2001 (Saturday)",,Home,St. Norbert,"Grinnell, IA",,,"L,14-36",
"October 27, 2001 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,39-18",
"November 3, 2001 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"L,14-36",
"November 10, 2001 (Saturday)",,Home,Lawrence,"Grinnell, IA",,,"W,40-21",
"November 17, 2001 (Saturday)",TBA,Away,Beloit,"Beloit, WI",,,"L,24-33",
