Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2019 (Friday)",5 p.m.,Neutral,Elmhurst College,,,,"23 Wheaton College Bob Baptista Invitational Joe Bean Stadium - Wheaton, Ill.","W,2-0",Box Score
"August 31, 2019 (Saturday)",7:30 p.m.,Away,Wheaton College,,,,"23 Wheaton College Bob Baptista Invitational Joe Bean Stadium - Wheaton, Ill.","L,4-1",Box Score
"September 7, 2019 (Saturday)",1 p.m.,Home,Augustana College,,,,,"W,3-0",Box Score
"September 11, 2019 (Wednesday)",6:30 p.m.,Home,Milwaukee School of Engineering,,,,,"W,2-0",Box Score
"September 18, 2019 (Wednesday)",4:30 p.m.,Away,Concordia Univ. Wisconsin,,,,,"W,2-0",Box Score
"September 21, 2019 (Saturday)",2 p.m.,Away,UW-Superior,,,,,"T,1-12 OT",Box Score
"September 22, 2019 (Sunday)",1 p.m.,Away,College of St. Scholastica,,,,,"W,3-1",Box Score
"September 25, 2019 (Wednesday)",7 p.m.,Away,Carthage College,,,,,"L,1-0",Box Score
"September 28, 2019 (Saturday)",1:30 p.m.,Home,Monmouth College,,,,,"T,1-12 OT",Box Score
"September 29, 2019 (Sunday)",1:30 p.m.,Home,Knox College,,,,,"W,2-0",Box Score
"October 2, 2019 (Wednesday)",5 p.m.,Home,Loras College,,,,,"W,2-0",Box Score
"October 5, 2019 (Saturday)",2 p.m.,Home,Lawrence Univ.,,,,,"W,3-0",Box Score
"October 9, 2019 (Wednesday)",6:30 p.m.,Home,UW-Whitewater,,,,,"W,1-0",Box Score
"October 12, 2019 (Saturday)",3:30 p.m.,Away,Lake Forest College,,,,,"L,2-0",Box Score
"October 15, 2019 (Tuesday)",6:30 p.m.,Away,UW-Platteville,,,,,"L,3-0",Box Score
"October 19, 2019 (Saturday)",1:30 p.m.,Away,Illinois College,,,,,"W,5-1",Box Score
"October 20, 2019 (Sunday)",1:30 p.m.,Away,Grinnell College,,,,,"W,3-1",Box Score
"October 27, 2019 (Sunday)",3:30 p.m.,Home,Cornell College,,,,,"W,1-0",Box Score
"October 30, 2019 (Wednesday)",6:30 p.m.,Home,Ripon College,,,,,"W,4-0",Box Score
"November 2, 2019 (Saturday)",3:30 p.m.,Away,Beloit College,,,,,"W,8-1",Box Score
"November 8, 2019 (Friday)",2 p.m.,Neutral,Lake Forest College,,,,"23 Midwest Conference Tournament Knox College - Galesburg, Ill.","W,2-1",Box Score
"November 9, 2019 (Saturday)",2 p.m.,Away,Knox College,,,,"23 Midwest Conference Tournament Knox College - Galesburg, Ill.","W,2-12 OT",Box Score
"November 15, 2019 (Friday)",3:30 p.m. EST,Neutral,Ohio Northern Univ.,,,,"23 NCAA Division III Central Regional Zuidema Field - Grand Rapids, Mich.","T,0-02 PT (PK SNC 3-2)",Box Score
"November 16, 2019 (Saturday)",3 p.m. EST,Neutral,Calvin Univ.,,,,"23 NCAA Division III Central Regional Zuidema Field - Grand Rapids, Mich.","L,3-1",Box Score
