Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2006 (Friday)",,Neutral,Iowa Wesleyan (Illinois College Tournament),"Jacksonville, IL",,,"L,0-3(19-30, 15-30, 21-30)",
"September 1, 2006 (Friday)",,Neutral,Mount Mercy (Illinois College Tournament),"Jacksonville, IL",,,"L,2-3(19-30, 21-30, 30-26, 30-21, 12-15)",
"September 2, 2006 (Saturday)",,Neutral,Bethany Lutheran (Illinois College Tournament),"Jacksonville, IL",,,"L,0-3(19-30, 26-30, 29-31)",
"September 2, 2006 (Saturday)",,Neutral,Rose-Hulman (Illinois College Tournament),"Jacksonville, IL",,,"W,3-0(33-31, 30-28, 30-25)",
"September 8, 2006 (Friday)",,Neutral,Viterbo (Dubuque Tournament),"Dubuque, IA",,,"L,0-3(15-30, 15-30, 16-30)",
"September 8, 2006 (Friday)",,Neutral,Chicago (Dubuque Tournament),"Dubuque, IA",,,"L,0-3(24-30, 24-30, 25-30)",
"September 9, 2006 (Saturday)",,Neutral,Grand View (Dubuque Tournament),"Dubuque, IA",,,"L,1-3(30-28, 15-30, 17-30, 11-30)",
"September 9, 2006 (Saturday)",,Away,Dubuque (Dubuque Tournament),"Dubuque, IA",,,"L,0-3(18-30, 14-30, 24-30)",
"September 15, 2006 (Friday)",,Away,Dominican (Dominican Tournament),"River Forest, IL",,,"W,3-1(30-17, 30-24, 22-30, 30-25)",
"September 15, 2006 (Friday)",,Neutral,Fontbonne (Dominican Tournament),"River Forest, IL",,,"L,0-3(22-30, 12-30, 30-32)",
"September 16, 2006 (Saturday)",,Neutral,Benedictine (Dominican Tournament),"River Forest, IL",,,"L,0-3(13-30, 11-30, 18-30)",
"September 16, 2006 (Saturday)",,Neutral,North Central (Dominican Tournament),"River Forest, IL",,,"L,0-3(6-30, 15-30, 17-30)",
"September 18, 2006 (Monday)",,Home,William Penn,"Grinnell, IA",,,"L,0-3(27-30, 14-30, 22-30)",
"September 22, 2006 (Friday)",,Home,Illinois College,"Grinnell, IA",,,"L,0-3(23-30, 24-30, 22-30)",
"September 23, 2006 (Saturday)",,Home,Ripon (MWC Crossover Tournament),"Grinnell, IA",,,"L,0-3(20-30, 32-34, 13-30)",
"September 23, 2006 (Saturday)",,Home,Lawrence (MWC Crossover Tournament),"Grinnell, IA",,,"L,0-3(28-30, 25-30, 23-30)",
"September 24, 2006 (Sunday)",,Home,St. Norbert (MWC Crossover Tournament),"Grinnell, IA",,,"L,0-3(28-30, 17-30, 13-30)",
"September 29, 2006 (Friday)",,Home,Monmouth (MWC Crossover Tournament),"Grinnell, IA",,,"L,1-3(20-30, 19-30, 30-27, 21-30)",
"October 6, 2006 (Friday)",,Neutral,Mayville State University (Ashford Invitational),"Clinton, IA",,,"L,0-3(21-30, 10-30, 28-30)",
"October 6, 2006 (Friday)",,Neutral,MidAmerica Nazarene University (Ashford Invitational),"Clinton, IA",,,"W,3-2(28-30, 22-30, 30-20, 30-25, 15-8)",
"October 7, 2006 (Saturday)",,Away,Ashford (Ashford Invitational),"Clinton, IA",,,"L,1-3(30-25, 27-30, 24-30, 18-30)",
"October 7, 2006 (Saturday)",,Neutral,North Central (Ashford Invitational),"Clinton, IA",,,"L,0-3(13-30, 18-30, 8-30)",
"October 12, 2006 (Thursday)",,Home,Cornell,"Grinnell, IA",,,"L,0-3(19-30, 15-30, 21-30)",
"October 14, 2006 (Saturday)",,Neutral,Carroll (MWC Crossover Tournament),"Beloit, WI",,,"L,0-3(23-30, 14-30, 23-30)",
"October 14, 2006 (Saturday)",,Away,Beloit (MWC Crossover Tournament),"Beloit, WI",,,"L,0-3(10-30, 15-30, 21-30)",
"October 18, 2006 (Wednesday)",,Home,Clarke,"Grinnell, IA",,,"L,0-3(28-30, 22-30, 17-30)",
"October 20, 2006 (Friday)",,Away,Knox,"Galesburg, IL",,,"L,1-3(28-30, 18-30, 30-17, 16-30)",
"October 21, 2006 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,0-3(22-30, 21-30, 29-31)",
