Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 31, 2013 (Saturday)",2 p.m.,Neutral,Martin Luther College,"Storm Lake, IA",,,,"W,5-2",Box ScoreRecap
"September 1, 2013 (Sunday)",12 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,,"L,1-2",Box ScoreRecap
"September 4, 2013 (Wednesday)",3 p.m.,Home,Webster University,"Jacksonville, IL",,,,"L,1-3",Box ScoreRecap
"September 8, 2013 (Sunday)",2 p.m.,Home,Westminster College (MO),"Jacksonville, IL",,,,"W,3-0",Box ScoreRecap
"September 10, 2013 (Tuesday)",5 p.m.,Home,Fontbonne University,"Jacksonville, IL",,,,"T,1-1",Box ScoreRecap
"September 15, 2013 (Sunday)",3 p.m.,Away,Concordia University Chicago,"River Forest, IL",,,,"L,0-1",Box ScoreRecap
"September 17, 2013 (Tuesday)",5 p.m.,Home,Robert Morris University (Ill.)-Springfield,"Jacksonville, IL",,,,"W,8-0",Box ScoreRecap
"September 21, 2013 (Saturday)",11 a.m.,Home,Lawrence University,"Jacksonville, IL (1211 N. Diamond)",,,,"W,2-0",Box ScoreRecap
"September 22, 2013 (Sunday)",11 a.m.,Home,St. Norbert College,"Jacksonville, IL",,,,"L,0-1",Box ScoreRecap
"September 25, 2013 (Wednesday)",2 p.m.,Home,Iowa Wesleyan College,"Jacksonville, IL",,,,"W,10-0",Box ScoreRecap
"September 28, 2013 (Saturday)",11 a.m.,Away,Ripon College,"Ripon, WI",,,,"L,0-1",Box ScoreRecap
"October 3, 2013 (Thursday)",2 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,0-1",Box ScoreRecap
"October 6, 2013 (Sunday)",11 a.m.,Home,Grinnell College,"Jacksonville, IL",,,,"T,0-0",Box ScoreRecap
"October 8, 2013 (Tuesday)",3:30 p.m.,Home,Knox College,"Jacksonville, IL",,,,"W,5-0",Box ScoreRecap
"October 13, 2013 (Sunday)",11 a.m.,Home,Carroll University,"Jacksonville, IL",,,Play for the Cure/Adie's Game,"L,0-3",Box ScoreRecap
"October 19, 2013 (Saturday)",11 a.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,1-3",Box ScoreRecap
"October 26, 2013 (Saturday)",11 a.m.,Away,Beloit College,"Beloit, WI",,,,"W,2-0",Box ScoreRecap
"October 27, 2013 (Sunday)",11 a.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-4",Box ScoreRecap
