Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",JR-3,12.79m,"41' 11.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Lukoseviciute, Agne",JR-3,12.53m,"41' 1.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Lukoseviciute, Agne",JR-3,12.40m,"40' 8.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Lukoseviciute, Agne",JR-3,12.33m,"40' 5.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Lukoseviciute, Agne",JR-3,12.10m,"39' 8.5""",Hilltop Invitational,"Jan 25, 2020"
,"Lukoseviciute, Agne",JR-3,12.07m,"39' 7.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Lukoseviciute, Agne",JR-3,12.03m,"39' 5.75""",Darren Young Classic,"Feb 15, 2020"
,"Lukoseviciute, Agne",JR-3,11.81m,"38' 9""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Lukoseviciute, Agne",JR-3,11.77m,"38' 7.5""",Hilltop Invitational,"Jan 25, 2020"
,"Lukoseviciute, Agne",JR-3,11.64m,"38' 2.25""",Hilltop Invitational,"Jan 25, 2020"
,"Lukoseviciute, Agne",JR-3,11.59m,"38' 0.25""",Darren Young Classic,"Feb 15, 2020"
,"Lukoseviciute, Agne",JR-3,11.49m,"37' 8.5""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Lukoseviciute, Agne",JR-3,11.49m,"37' 8.5""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Lukoseviciute, Agne",JR-3,11.37m,"37' 3.75""",Hilltop Invitational,"Jan 25, 2020"
,"Lukoseviciute, Agne",JR-3,11.35m,"37' 3""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Lukoseviciute, Agne",JR-3,11.28m,"37' 0.25""",Darren Young Classic,"Feb 15, 2020"
,"Lukoseviciute, Agne",JR-3,11.28m,"37' 0.25""",Hilltop Invitational,"Jan 25, 2020"
,"Lukoseviciute, Agne",JR-3,11.27m,"36' 11.75""",Darren Young Classic,"Feb 15, 2020"
,"Lukoseviciute, Agne",JR-3,10.81m,"35' 5.75""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Lukoseviciute, Agne",JR-3,10.81m,"35' 5.75""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Lukoseviciute, Agne",JR-3,10.34m,"33' 11.25""",Hilltop Invitational,"Jan 25, 2020"
,"Filkins, Andrea",FR-1,9.72m,"31' 10.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Berhane, Arsema",SO-2,7.04m,"23' 1.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Berhane, Arsema",SO-2,6.72m,"22' 0.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Berhane, Arsema",SO-2,6.70m,"21' 11.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Berhane, Arsema",SO-2,6.62m,"21' 8.75""",Darren Young Classic,"Feb 15, 2020"
,"Berhane, Arsema",SO-2,6.57m,"21' 6.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Berhane, Arsema",SO-2,6.52m,"21' 4.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Berhane, Arsema",SO-2,6.41m,"21' 0.5""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Filkins, Andrea",FR-1,6.40m,"21' 0""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Berhane, Arsema",SO-2,6.30m,"20' 8""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Berhane, Arsema",SO-2,6.23m,"20' 5.25""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Berhane, Arsema",SO-2,6.22m,"20' 5""",Darren Young Classic,"Feb 15, 2020"
,"Berhane, Arsema",SO-2,5.95m,"19' 6.25""",Hilltop Invitational,"Jan 25, 2020"
,"Berhane, Arsema",SO-2,5.94m,"19' 6""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Berhane, Arsema",SO-2,5.86m,"19' 2.75""",Hilltop Invitational,"Jan 25, 2020"
,"Berhane, Arsema",SO-2,5.69m,"18' 8""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Berhane, Arsema",SO-2,5.50m,"18' 0.5""",Hilltop Invitational,"Jan 25, 2020"
,"Gonzales, Chloe",FR-1,5.48m,"17' 11.75""",2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Gonzales, Chloe",FR-1,5.47m,"17' 11.5""",Hilltop Invitational,"Jan 25, 2020"
,"Berhane, Arsema",SO-2,5.46m,"17' 11""",Hilltop Invitational,"Jan 25, 2020"
,"Gonzales, Chloe",FR-1,5.38m,"17' 8""",Hilltop Invitational,"Jan 25, 2020"
,"Gonzales, Chloe",FR-1,5.37m,"17' 7.5""",Hilltop Invitational,"Jan 25, 2020"
,"Berhane, Arsema",SO-2,5.32m,"17' 5.5""",Hilltop Invitational,"Jan 25, 2020"
,"Gonzales, Chloe",FR-1,5.25m,"17' 2.75""",Hilltop Invitational,"Jan 25, 2020"
,"Berhane, Arsema",SO-2,5.18m,"17' 0""",2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
