Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:51.00,"Kauffman, Olowu, Dalla Betta, Cohen",Darren Young Classic,"Feb 15, 2020"
,1:51.07,"Kauffman, Cohen, Dalla Betta, Olowu",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,1:53.02,"Cohen, Kauffman, Olowu, Dalla Betta",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,1:53.75,"Olowu, Kauffman, Dalla Betta, Frasca",Hilltop Invitational,"Jan 25, 2020"
,2:02.37,"Kopf, Tesar, Pellisslier Llo, Cohen",Hilltop Invitational,"Jan 25, 2020"
