Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Olowu, Paige",SO-2,8.07,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Olowu, Paige",SO-2,8.16,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Olowu, Paige",SO-2,8.16,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Dalla Betta, Francesca",SO-2,8.2,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Olowu, Paige",SO-2,8.2,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Olowu, Paige",SO-2,8.22,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Dalla Betta, Francesca",SO-2,8.33,Darren Young Classic,"Feb 15, 2020"
,"Dalla Betta, Francesca",SO-2,8.34,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"McCabe, Madeline",SO-2,8.36,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"McCabe, Madeline",SO-2,8.41,Darren Young Classic,"Feb 15, 2020"
,"Kauffman, Mia",FR-1,8.48,Darren Young Classic,"Feb 15, 2020"
,"Kauffman, Mia",FR-1,8.54,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Kauffman, Mia",FR-1,8.54,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"McCabe, Madeline",SO-2,8.56,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"McCabe, Madeline",SO-2,8.57,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"McCabe, Madeline",SO-2,8.58,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"McCabe, Madeline",SO-2,8.59,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Kauffman, Mia",FR-1,8.63,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Dalla Betta, Francesca",SO-2,8.66,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Kauffman, Mia",FR-1,8.67,Hilltop Invitational,"Jan 25, 2020"
,"Kauffman, Mia",FR-1,8.68,Hilltop Invitational,"Jan 25, 2020"
