Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Olowu, Paige",SO-2,5.15m,"16' 10.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,5.13m,"16' 10""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,5.09m,"16' 8.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,5.05m,"16' 7""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,5.05m,"16' 7""",2019 Pioneer Indoor Preview Meet,"Dec 6, 2019",NWI
,"Olowu, Paige",SO-2,4.95m,"16' 3""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,4.89m,"16' 0.5""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"Olowu, Paige",SO-2,4.89m,"16' 0.5""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"Olowu, Paige",SO-2,4.88m,"16' 0.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,4.84m,"15' 10.5""",Liz Wuertz Indoor Invitational,"Feb 22, 2020",NWI
,"Olowu, Paige",SO-2,4.77m,"15' 7.75""",Liz Wuertz Indoor Invitational,"Feb 22, 2020",NWI
,"Olowu, Paige",SO-2,4.70m,"15' 5""",Liz Wuertz Indoor Invitational,"Feb 22, 2020",NWI
,"Olowu, Paige",SO-2,4.70m,"15' 5""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"McCabe, Madeline",SO-2,4.68m,"15' 4.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,4.60m,"15' 1.25""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"Olowu, Paige",SO-2,4.60m,"15' 1.25""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"McCabe, Madeline",SO-2,4.56m,"14' 11.5""",2020 Grinnell Indoor Invitational,"Feb 1, 2020",NWI
,"Olowu, Paige",SO-2,4.54m,"14' 10.75""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"Olowu, Paige",SO-2,4.54m,"14' 10.75""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"McCabe, Madeline",SO-2,4.53m,"14' 10.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"Olowu, Paige",SO-2,4.53m,"14' 10.5""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"McCabe, Madeline",SO-2,4.51m,"14' 9.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020",NWI
,"McCabe, Madeline",SO-2,4.46m,"14' 7.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"McCabe, Madeline",SO-2,4.45m,"14' 7.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020",NWI
,"McCabe, Madeline",SO-2,4.37m,"14' 4""",2020 Grinnell Indoor Invitational,"Feb 1, 2020",NWI
,"McCabe, Madeline",SO-2,4.33m,"14' 2.5""",Liz Wuertz Indoor Invitational,"Feb 22, 2020",NWI
,"McCabe, Madeline",SO-2,4.27m,"14' 0.25""",2020 Grinnell Indoor Invitational,"Feb 1, 2020",NWI
,"Olowu, Paige",SO-2,4.24m,"13' 11""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"McCabe, Madeline",SO-2,4.23m,"13' 10.5""",2020 Grinnell Indoor Invitational,"Feb 1, 2020",NWI
,"McCabe, Madeline",SO-2,4.22m,"13' 10.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020",NWI
,"McCabe, Madeline",SO-2,4.15m,"13' 7.5""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"McCabe, Madeline",SO-2,4.10m,"13' 5.5""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
,"McCabe, Madeline",SO-2,4.02m,"13' 2.25""",Dutch Athletic Classic 2020,"Jan 18, 2020",NWI
