Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",7:00 PM,Home,Webster University,"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"September 5, 2015 (Saturday)",7:00 PM,Home,Coe College,"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"September 6, 2015 (Sunday)",7:00 PM,Home,Westminster College (MO),"Jacksonville, Ill.",,,"L,0-4",Box ScoreRecap
"September 9, 2015 (Wednesday)",8:00 PM,Away,Fontbonne University,"St. Louis, Mo.",,,"W,1-0",Box ScoreRecap
"September 12, 2015 (Saturday)",2:00 PM,Away,Rhodes College,"Memphis, Tenn.",,,"L,0-4",Box ScoreRecap
"September 13, 2015 (Sunday)",12:00 PM,Neutral,Hendrix College,"Memphis, Tenn.",,,"W,2-1(OT)",Box ScoreRecap
"September 16, 2015 (Wednesday)",7:00 PM,Home,Greenville College,"Jacksonville, Ill.",,,"W,2-1(OT)",Box ScoreRecap
"September 21, 2015 (Monday)",4:00 PM,Away,MacMurray College,"Jacksonville, Ill.",,,"W,6-1",Box ScoreRecap
"September 22, 2015 (Tuesday)",7:30 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,2-1",Box ScoreRecap
"September 26, 2015 (Saturday)",1:30 PM,Away,Cornell College,"Mount Vernon, Iowa",,,"W,2-0",Box ScoreRecap
"October 3, 2015 (Saturday)",1:30 PM,Home,Lawrence University,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"October 4, 2015 (Sunday)",1:30 PM,Home,St. Norbert College,"Jacksonville, Ill.",,,"L,0-1",Box ScoreRecap
"October 10, 2015 (Saturday)",1:30 PM,Home,Carroll University,"Jacksonville, Ill.",,,"T,1-1(2OT)",Box ScoreRecap
"October 17, 2015 (Saturday)",1:30 PM,Away,Beloit College,"Beloit, Wis.",,,"L,0-1(2OT)",Box ScoreRecap
"October 18, 2015 (Sunday)",1:30 PM,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,1-2",Box ScoreRecap
"October 24, 2015 (Saturday)",5:30 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"L,2-3(OT)",Box ScoreRecap
"October 27, 2015 (Tuesday)",4:00 PM,Away,Monmouth College,"Monmouth, Ill.",,,"T,1-1(2OT)",Box ScoreRecap
"October 31, 2015 (Saturday)",1:30 PM,Away,Ripon College,"Ripon, Wis.",,,"L,0-1",Box ScoreRecap
