Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 17, 1995 (Friday)",,Home,Hannibal-LaGrange University,"Grinnell, IA",,,"W,66-64",
"November 18, 1995 (Saturday)",,Home,Wisconsin Lutheran,"Grinnell, IA",,,"L,52-65",
"November 21, 1995 (Tuesday)",,Away,Dubuque,"Dubuuqe, IA",,,"L,48-71",
"November 24, 1995 (Friday)",,Away,Kansas Wesleyan University,"Salina, KS",,,"L,50-81",
"November 25, 1995 (Saturday)",,Neutral,Central Methodist University (Mo.),"Salina, KS",,,"L,45-89",
"November 28, 1995 (Tuesday)",,Home,Teikyo Marycrest,"Grinnell, IA",,,"L,46-78",
"December 1, 1995 (Friday)",,Home,Iowa Wesleyan,"Grinnell, IA",,,"L,68-73",
"December 5, 1995 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"L,48-62",
"January 6, 1996 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,41-69",
"January 9, 1996 (Tuesday)",,Home,Pomona-Pitzer,"Grinnell, IA",,,"L,45-48",
"January 12, 1996 (Friday)",,Home,Monmouth,"Grinnell, IA",,,"L,57-60",
"January 13, 1996 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,57-63",
"January 20, 1996 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"L,45-86",
"January 21, 1996 (Sunday)",,Away,St. Norbert,"De Pere, WI",,,"L,39-86",
"January 23, 1996 (Tuesday)",,Home,Cornell,"Grinnell, IA",,,"W,74-54",
"January 27, 1996 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"L,35-79",
"January 28, 1996 (Sunday)",,Home,Carroll,"Grinnell, IA",,,"W,65-55",
"February 3, 1996 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,42-72",
"February 8, 1996 (Thursday)",,Away,Coe,"Cedar Rapids, IA",,,"L,26-69",
"February 10, 1996 (Saturday)",,Home,Knox,"Grinnell, IA",,,"L,67-73",
"February 13, 1996 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,52-43",
"February 17, 1996 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"L,66-79",
