Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 29, 2003 (Friday)",,Home,Wisconsin-Whitewater,Macalester Stadium,,,,"W,3-0",
"September 9, 2003 (Tuesday)",,Away,Augsburg,Minneapolis,,,,"T,0-0(2OT)",
"September 14, 2003 (Sunday)",,Away,Wisconsin-Steven's Point,"Steven's Point, Wis.",,,,"W,3-2(OT)",
"September 16, 2003 (Tuesday)",,Home,St. Mary's,Macalester Stadium,,,,"W,6-0",
"September 19, 2003 (Friday)",,Home,Wisconsin-Eau Claire,"Eau Claire, Wis.",,,,"W,2-0",
"September 21, 2003 (Sunday)",,Home,Grinnell,Macalester Stadium,,,,"W,3-0",
"September 24, 2003 (Wednesday)",,Home,Luther,Macalester Stadium,,,,"W,2-0",
"September 27, 2003 (Saturday)",,Home,Hamline,Macalester Stadium,,,,"W,8-0",
"October 1, 2003 (Wednesday)",,Away,Concordia,Moorhead,,,,"L,0-1",
"October 4, 2003 (Saturday)",,Home,Bethel,Macalester Stadium,,,,"W,6-0",
"October 8, 2003 (Wednesday)",,Away,St. Thomas,St. Paul,,,,"T,1-1(2OT)",
"October 11, 2003 (Saturday)",,Away,St. Olaf,Northfield,,,,"W,2-1",
"October 14, 2003 (Tuesday)",,Away,St. Catherine,St. Paul,,,,"W,3-0",
"October 18, 2003 (Saturday)",,Away,St. Benedict,St. Joseoh,,,,"L,0-1",
"October 21, 2003 (Tuesday)",,Home,Gustavus Adolphus,Macalester Stadium,,,,"W,3-0",
"October 24, 2003 (Friday)",,Away,Wheaton (Ill.),"Wheaton, Ill.",,,,"L,0-2",
"October 26, 2003 (Sunday)",,Away,University of Chicago,"Chicago, Ill.",,,,"L,0-1",
"October 29, 2003 (Wednesday)",,Home,Carleton,Northfield,,,,"W,1-0(OT)",
"November 4, 2003 (Tuesday)",,Away,St. Thomas,St. Paul,,,MIAC Playoffs,"W,5-0",
"November 8, 2003 (Saturday)",,Away,St. Benedict,St. Joseph,,,MIAC Playoffs,"T,0-0Advanced on penalty kick shootout",
"November 12, 2003 (Wednesday)",,Away,Wisconsin- Steven's Point,"Steven's Point, Wis.",,,MIAC Playoffs,"L,0-3",
