Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 20, 1984 (Tuesday)",,Home,Mount St. Clare,"Grinnell, IA",,,"W,83-48",
"November 27, 1984 (Tuesday)",,Away,Upper Iowa,"Fayette, IA",,,"W,60-59",
"December 1, 1984 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,48-62",
"December 4, 1984 (Tuesday)",,Home,Knox,"Grinnell, IA",,,"W,59-55",
"December 8, 1984 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"L,60-75",
"December 11, 1984 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"L,48-52",
"January 16, 1985 (Wednesday)",,Away,Dyke,"Cleveland, OH",,,"L,64-83",
"January 17, 1985 (Thursday)",,Away,Kenyon,"Gambier, OH",,,"L,53-68",
"January 18, 1985 (Friday)",,Away,Ohio Wesleyan,"Delaware, OH",,,"L,58-82",
"January 24, 1985 (Thursday)",,Home,Coe,"Grinnell, IA",,,"W,69-59",
"January 26, 1985 (Saturday)",,Away,Clarke,"Dubuque, IA",,,"L,58-71",
"January 29, 1985 (Tuesday)",,Home,Upper Iowa,"Grinnell, IA",,,"W,60-56",
"February 1, 1985 (Friday)",,Away,Knox,"Galesburg, IL",,,"W,75-71",
"February 2, 1985 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"L,55-66",
"February 5, 1985 (Tuesday)",,Home,Iowa Wesleyan,"Grinnell, IA",,,"L,56-80",
"February 8, 1985 (Friday)",,Away,Coe,"Cedar Rapids, IA",,,"L,48-71",
"February 9, 1985 (Saturday)",,Away,Mount St. Clare,"Clinton, IA",,,"W,61-43",
"February 15, 1985 (Friday)",,Home,MacMurray,"Grinnell, IA",,,"W,81-55",
"February 16, 1985 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,89-90",
"February 19, 1985 (Tuesday)",,Home,Cornell,"Grinnell, IA",,,"W,61-60",
"February 23, 1985 (Saturday)",,Away,Iowa Wesleyan,"Mount Pleasant, IA",,,"L,84-94",
"February 26, 1985 (Tuesday)",,Home,Clarke,"Grinnell, IA",,,"W,71-58",
