Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 15, 2013 (Friday)",9 am,Neutral,Lakeland,"Fort Myers, Fla.",,,"L,6-17",Box Score
"March 15, 2013 (Friday)",12 pm,Neutral,Lakeland,"Fort Myers, Fla.",,,"W,15-11",Box Score
"March 16, 2013 (Saturday)",10 am,Neutral,Gettysburg,"Ft. Myers, Fla.",,,"L,0-1",Box Score
"March 16, 2013 (Saturday)",12:30 pm,Neutral,Gettysburg,"Ft. Myers, Fla.",,,"W,2-1",Box Score
"March 19, 2013 (Tuesday)",10 am,Neutral,Utica,"Fort Myers, FL",,,"W,9-2",Box Score
"March 19, 2013 (Tuesday)",1 pm,Neutral,Minn.-Morris,"Fort Myers, Fla.",,,"W,14-1",Box Score
"March 20, 2013 (Wednesday)",1 pm,Neutral,Bethany (W.V.),"Ft. Myers, Fla.",,,"L,10-11",
"March 20, 2013 (Wednesday)",3:30 pm,Neutral,Bethany (W.V.),"Ft. Myers, Fla.",,,"W,2-1",
"March 21, 2013 (Thursday)",1 pm,Neutral,Knox,"Fort Myers, FL",,,"W,7-3",Box Score
"March 30, 2013 (Saturday)",1 pm,Away,Central (Iowa),,,,"L,4-8",Box Score
"April 7, 2013 (Sunday)",1 pm,Away,Ripon,,,,"L,0-5",Box Score
"April 7, 2013 (Sunday)",4 pm,Away,Ripon,,,,"L,0-10",Box Score
"April 13, 2013 (Saturday)",1 pm,Away,Beloit,,,,"L,0-2",Box Score
"April 13, 2013 (Saturday)",4 pm,Away,Beloit,,,,"L,0-7",Box Score
"April 14, 2013 (Sunday)",1 pm,Away,Beloit,,,,"L,3-7",Box Score
"April 14, 2013 (Sunday)",4 pm,Away,Beloit,,,,"L,0-5",Box Score
"April 16, 2013 (Tuesday)",1 pm,Home,Ripon,,,,"L,3-7",Box Score
"April 16, 2013 (Tuesday)",4 pm,Home,Ripon,,,,"L,0-6",Box Score
"April 20, 2013 (Saturday)",12 pm,Home,St. Norbert,,,,"W,5-3",Box Score
"April 20, 2013 (Saturday)",3 pm,Home,St. Norbert,,,,"L,1-2",Box Score
"April 22, 2013 (Monday)",12 pm,Home,St. Norbert,,,,"L,0-11",Box Score
"April 22, 2013 (Monday)",3 pm,Home,St. Norbert,,,,"L,2-6",Box Score
"April 24, 2013 (Wednesday)",1 pm,Home,Northland,,,,"L,5-9",Box Score
"April 24, 2013 (Wednesday)",3 pm,Home,Northland,,,,"L,4-8",Box Score
"April 25, 2013 (Thursday)",1 pm,Home,Northland,,,,"W,4-2",Box Score
"April 25, 2013 (Thursday)",3 pm,Home,Northland,,,,"L,5-10",Box Score
"April 27, 2013 (Saturday)",11 am,Home,Knox,,,,"L,6-12",Box Score
"April 27, 2013 (Saturday)",2 pm,Home,Knox,,,,"W,12-1",Box Score
"May 1, 2013 (Wednesday)",2:30 pm,Home,Milwaukee Engr.,,,,"L,1-3",Box Score
"May 1, 2013 (Wednesday)",5:30 pm,Home,Milwaukee Engr.,,,,"L,5-8",Box Score
"May 2, 2013 (Thursday)",1 pm,Home,Marian (Wis.),,,,"W,2-1",Box Score
"May 5, 2013 (Sunday)",1 pm,Away,Carroll (Wis.),,,,"L,12-13",Box Score
"May 5, 2013 (Sunday)",3:30 pm,Away,Carroll (Wis.),,,,"L,0-9",Box Score
"May 8, 2013 (Wednesday)",12 pm,Home,Carroll (Wis.),,,,"W,9-8",Box Score
"May 8, 2013 (Wednesday)",2:30 pm,Home,Carroll (Wis.),,,,"L,3-12",Box Score
