Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2005 (Friday)",,Home,Ripon,,,,"W,10-0",
"September 4, 2005 (Sunday)",,Away,Benedictine (Ill.),,,,"W,4-0",
"September 10, 2005 (Saturday)",,Away,Kalamazoo,,,,"W,2-1",
"September 14, 2005 (Wednesday)",,Away,Ill. Wesleyan,,,,"W,2-1",
"September 17, 2005 (Saturday)",,Home,John Carroll,,,,"L,0-3",
"September 21, 2005 (Wednesday)",Final - OT,Home,Dominican (Ill.),,,,"W,1-0",
"September 24, 2005 (Saturday)",,Neutral,St. Norbert,"Oshkosh, Wis.",,,"W,4-0",
"September 25, 2005 (Sunday)",,Away,Wis.-Oshkosh,,,,"L,0-1",
"October 2, 2005 (Sunday)",11 am,Away,Carnegie Mellon,,,,"W,1-0",Box Score
"October 5, 2005 (Wednesday)",,Home,Beloit,,,,"W,7-1",
"October 8, 2005 (Saturday)",,Home,Emory,,,,"W,4-0",
"October 14, 2005 (Friday)",Final - OT,Home,Rochester,,,,"L,1-2",
"October 16, 2005 (Sunday)",,Home,Case Reserve,,,,"W,2-0",
"October 19, 2005 (Wednesday)",,Away,Wheaton (Ill.),,,,"L,0-1",
"October 22, 2005 (Saturday)",Final - OT,Home,Wis.-Whitewater,,,,"W,1-0",
"October 28, 2005 (Friday)",,Away,New York U.,,,,"L,1-4",
"October 30, 2005 (Sunday)",,Away,Brandeis,,,,"W,3-1",
"November 5, 2005 (Saturday)",,Home,Washington (Mo.),,,,"W,3-0",
"November 12, 2005 (Saturday)",Final - 2OT,Neutral,St. John's (Minn.),"Waverly, Iowa",,,"W,3-2",
"November 13, 2005 (Sunday)",Final - PK Home,Away,Wartburg,,,,"T,1-1",
