Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 23, 2020 (Sunday)",6:00 PM,Neutral,College of St. Scholastica,"Minneapolis, MN/U.S. Bank Stadium",,,,"L,2-5",Box ScoreRecap
"February 23, 2020 (Sunday)",8:30 PM,Neutral,College of St. Scholastica,"Minneapolis, MN/U.S. Bank Stadium",,,,"W,4-2",Box ScoreRecap
"March 2, 2020 (Monday)",2:00 PM,Neutral,Crown College,"Minneapolis, MN/U.S. Bank Stadium",,,,"L,9-16",Box ScoreRecap
"March 2, 2020 (Monday)",4:30 PM,Neutral,Crown College,"Minneapolis, MN/U.S. Bank Stadium",,,,Susp. in 3rd inn.,
"March 14, 2020 (Saturday)",6:00 PM CDT / 4:00 PM PDT,Neutral,Buena Vista University,"Tucson, AZ/Kino Sports Complex Field #5",,,Tucson Invitational,Canceled,
"March 14, 2020 (Saturday)",9:30 PM CDT/7:30 PM PDT,Neutral,Salem State University,"Tucson, AZ/Kino Sports Complex Field #5",,,Tucson Invitational,Canceled,
"March 15, 2020 (Sunday)",9:30 PM CDT/7:30 PM PDT,Neutral,Wesleyan University,"Tucson, AZ/Kino Sports Complex Field #7",,,Tucson Invitational,Canceled,
"March 16, 2020 (Monday)",5:00 PM CDT/3:00 PM PDT,Neutral,Mayville State University,"Tucson, AZ/Kino Sports Complex Field #5",,,Tucson Invitational,Canceled,
"March 16, 2020 (Monday)",7:30 PM CDT/5:30 PM PDT,Neutral,Mayville State University,"Tucson, AZ/Kino Sports Complex Field #5",,,Tucson Invitational,Canceled,
"March 19, 2020 (Thursday)",12:00 PM CDT/10:00 AM PDT,Neutral,Allegheny College,"Tucson, AZ/Kino Sports Complex Field #7",,,Tucson Invitational,Canceled,
"March 19, 2020 (Thursday)",3:30 PM CDT/1:30 PM PDT,Neutral,Wesleyan University,"Tucson, AZ/Kino Sports Complex Field #7",,,Tucson Invitational,Canceled,
"March 20, 2020 (Friday)",6:00 PM CDT / 4:00 PM PDT,Neutral,Kalamazoo College,"Tucson, AZ/Kino Sports Complex Field #5",,,Tucson Invitational,Canceled,
"March 21, 2020 (Saturday)",5:00 PM CDT/3:00 PM PDT,Neutral,Pacific University,"Tucson, AZ/Kino Sports Complex Field #6",,,Tucson Invitational,Canceled,
"March 21, 2020 (Saturday)",7:30 PM CDT/5:30 PM PDT,Neutral,Pacific University,"Tucson, AZ/Kino Sports Complex Field #6",,,Tucson Invitational,Canceled,
"March 25, 2020 (Wednesday)",5:00 PM,Away,University of Northwestern (MN),"St. Paul, Minn.",,,,Canceled,
"March 28, 2020 (Saturday)",1:00 PM,Away,Augsburg University,"Minneapolis, MN/Parade Stadium",,,,Canceled,
"March 28, 2020 (Saturday)",3:30 PM,Away,Augsburg University,"Minneapolis, MN/Parade Stadium",,,,Canceled,
"April 1, 2020 (Wednesday)",2:30 PM,Home,St. Olaf College,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 1, 2020 (Wednesday)",5:00 PM,Home,St. Olaf College,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 7, 2020 (Tuesday)",2:30 PM,Away,Gustavus Adolphus College,"St. Peter, MN",,,,Canceled,
"April 7, 2020 (Tuesday)",5:00 PM,Away,Gustavus Adolphus College,"St. Peter, MN",,,,Canceled,
"April 8, 2020 (Wednesday)",2:30 PM,Home,University of Wisconsin-Stout,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 8, 2020 (Wednesday)",5:00 PM,Home,University of Wisconsin-Stout,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 10, 2020 (Friday)",2:30 PM,Home,Hamline University,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 10, 2020 (Friday)",5:00 PM,Home,Hamline University,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 15, 2020 (Wednesday)",2:30 PM,Home,Saint Mary's University (Minn.),"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 15, 2020 (Wednesday)",5:00 PM,Home,Saint Mary's University (Minn.),"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 18, 2020 (Saturday)",1:00 PM,Away,Concordia College (Minn.),"Moorhead, MN",,,,Canceled,
"April 18, 2020 (Saturday)",3:30 PM,Away,Concordia College (Minn.),"Moorhead, MN",,,,Canceled,
"April 21, 2020 (Tuesday)",2:30 PM,Home,University of St. Thomas,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 21, 2020 (Tuesday)",5:00 PM,Home,University of St. Thomas,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 23, 2020 (Thursday)",5:00 PM,Away,University of Northwestern (MN),"St. Paul, Minn.",,,,Canceled,
"April 25, 2020 (Saturday)",1:00 PM,Away,Carleton College,"Northfield, MN",,,,Canceled,
"April 25, 2020 (Saturday)",3:30 PM,Away,Carleton College,"Northfield, MN",,,,Canceled,
"April 29, 2020 (Wednesday)",2:30 PM,Home,Saint John's University,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"April 29, 2020 (Wednesday)",5:00 PM,Home,Saint John's University,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"May 2, 2020 (Saturday)",1:00 PM,Away,Bethel University,"St. Paul, MN",,,,Canceled,
"May 2, 2020 (Saturday)",3:30 PM,Away,Bethel University,"St. Paul, MN",,,,Canceled,
"May 3, 2020 (Sunday)",1:00 PM,Home,Bethany Lutheran College,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
"May 3, 2020 (Sunday)",3:30 PM,Home,Bethany Lutheran College,"St. Paul, MN (Home)/Nicholson Field",,,,Canceled,
