0,1,2,3,4,5
Grinnell College,305,311,616,40,8th
Thornton Walker,72,73,145,1,t-2nd
Eshaan Sethi,78,75,153,9,t-25th
Hayden Somach,78,80,158,14,t-47th
Ian Strawn,78,83,161,17,t-65th
John Robinson,77,87,164,20,t-72nd
